"Id,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score,Performance_Level,Result"
"3910,16,75,High,Low,Yes,5,83,Medium,Yes,1,Medium,High,Private,Negative,3,No,College,Female,65,Good,Pass"
"3911,12,98,Low,Medium,No,7,63,Medium,Yes,0,High,Medium,Private,Neutral,3,Yes,High School,Female,65,Good,Pass"
"3912,21,84,Medium,Medium,Yes,7,98,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,College,Male,70,Good,Pass"
"3913,26,74,Medium,Low,Yes,6,77,Medium,Yes,3,Medium,Medium,Private,Negative,2,No,High School,Male,66,Good,Pass"
"3914,15,85,Medium,Medium,Yes,4,61,Medium,Yes,0,Medium,Low,Public,Neutral,1,No,College,Male,65,Good,Pass"
"3915,11,96,High,High,No,7,60,Medium,Yes,2,Low,Medium,Public,Neutral,1,No,High School,Male,68,Good,Pass"
"3916,19,71,Medium,Medium,Yes,7,91,Medium,Yes,3,High,Medium,Public,Negative,1,No,High School,Female,66,Good,Pass"
"3917,19,80,Low,Medium,Yes,10,63,High,No,1,Medium,Medium,Public,Neutral,2,No,College,Female,65,Good,Pass"
"3918,23,98,Medium,High,Yes,7,52,Low,Yes,2,Low,High,Private,Positive,4,Yes,High School,Female,71,Good,Pass"
"3919,26,67,Low,Medium,Yes,8,71,Medium,Yes,2,High,Medium,Private,Negative,3,No,High School,Male,65,Good,Pass"
"3920,20,89,Low,Medium,Yes,6,91,High,Yes,0,Medium,Medium,Private,Positive,4,No,College,Male,70,Good,Pass"
"3921,31,85,Medium,Medium,Yes,9,71,Low,Yes,0,Medium,High,Public,Negative,2,Yes,College,Female,69,Good,Pass"
"3922,21,87,Medium,Medium,No,6,90,High,Yes,3,High,Medium,Public,Negative,4,No,High School,Male,71,Good,Pass"
"3923,18,74,Medium,High,Yes,8,91,Medium,Yes,0,Medium,High,Private,Positive,2,No,High School,Female,67,Good,Pass"
"3925,18,87,Low,Low,No,8,79,High,Yes,1,Low,High,Public,Negative,4,No,College,Male,82,Excellent,Pass"
"3926,18,69,Medium,High,Yes,10,85,Medium,Yes,2,High,Medium,Private,Positive,0,No,College,Female,66,Good,Pass"
"3927,26,77,Low,Medium,Yes,6,63,Low,Yes,1,Low,High,Public,Negative,4,No,High School,Male,66,Good,Pass"
"3928,23,68,High,Medium,Yes,9,55,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Male,65,Good,Pass"
"3929,13,60,Medium,Medium,No,9,77,Low,Yes,2,Medium,High,Private,Positive,5,Yes,High School,Male,61,Good,Pass"
"3930,21,99,Medium,High,No,7,51,High,Yes,2,Medium,Low,Private,Neutral,2,No,Postgraduate,Female,72,Good,Pass"
"3931,24,77,High,Medium,Yes,10,73,Medium,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Male,70,Good,Pass"
"3932,29,99,Medium,Medium,Yes,7,55,Low,Yes,0,Medium,Medium,Private,Positive,3,No,High School,Male,71,Good,Pass"
"3933,25,66,High,Medium,Yes,7,55,Medium,Yes,4,Medium,Medium,Public,Neutral,2,Yes,High School,Female,84,Excellent,Pass"
"3934,25,83,High,High,Yes,7,94,Low,Yes,2,Low,High,Public,Positive,3,Yes,College,Male,72,Good,Pass"
"3935,20,68,Medium,High,Yes,5,82,Medium,No,1,Low,High,Public,Positive,3,No,Postgraduate,Female,67,Good,Pass"
"3936,22,92,High,Low,No,8,82,Medium,Yes,2,Medium,Medium,Private,Neutral,5,No,Postgraduate,Male,72,Good,Pass"
"3937,27,91,Low,High,Yes,8,70,Low,Yes,1,Medium,Low,Public,Neutral,6,No,High School,Female,70,Good,Pass"
"3938,12,65,Medium,High,No,7,71,Medium,Yes,1,Low,High,Public,Neutral,4,No,High School,Male,62,Good,Pass"
"3939,18,96,High,Medium,Yes,10,65,Low,Yes,3,Medium,Medium,Public,Positive,2,No,College,Female,71,Good,Pass"
"3940,15,68,Low,Medium,No,6,72,Low,Yes,3,High,Low,Public,Neutral,3,No,High School,Female,62,Good,Pass"
"3941,22,85,Medium,Medium,Yes,4,79,Low,Yes,1,Low,Low,Public,Positive,3,No,High School,Female,68,Good,Pass"
"3942,27,99,High,Medium,No,10,59,High,Yes,2,Low,Medium,Public,Positive,3,No,High School,Male,74,Good,Pass"
"3943,16,95,High,High,No,9,63,Medium,No,0,Medium,Low,Private,Positive,3,No,High School,Male,68,Good,Pass"
"3944,6,98,Medium,Low,No,8,75,Medium,Yes,1,High,Medium,Public,Neutral,3,Yes,Postgraduate,Female,64,Good,Pass"
"3945,18,74,High,Medium,Yes,6,69,Medium,Yes,0,Low,Medium,Public,Positive,4,No,High School,Male,65,Good,Pass"
"3946,25,64,Medium,Low,Yes,8,91,Medium,Yes,1,Low,Low,Public,Positive,5,No,College,Male,66,Good,Pass"
"3947,23,68,Medium,High,No,5,91,Low,Yes,5,Low,Medium,Public,Neutral,1,No,College,Female,68,Good,Pass"
"3948,23,80,Medium,Medium,No,7,67,Low,Yes,2,Low,High,Public,Neutral,4,No,High School,Male,67,Good,Pass"
"3949,18,92,Medium,Medium,Yes,6,73,Low,Yes,1,Medium,High,Public,Neutral,5,Yes,High School,Female,67,Good,Pass"
"3950,12,66,Medium,High,Yes,7,99,Low,Yes,2,Medium,Low,Public,Neutral,3,No,High School,Male,63,Good,Pass"
"3951,23,86,Medium,High,Yes,8,91,Medium,Yes,2,Low,Medium,Public,Negative,1,No,College,Female,71,Good,Pass"
"3952,15,73,Medium,High,No,5,61,Low,No,1,Low,High,Private,Positive,2,No,Postgraduate,Male,63,Good,Pass"
"3953,33,74,Medium,Low,No,8,64,Medium,Yes,0,Medium,Medium,Public,Negative,3,Yes,High School,Male,66,Good,Pass"
"3954,23,86,High,Medium,No,7,54,Low,Yes,2,Medium,Medium,Public,Negative,2,Yes,High School,Female,67,Good,Pass"
"3955,17,79,Medium,High,Yes,8,84,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Male,66,Good,Pass"
"3956,16,92,Medium,Medium,Yes,7,66,High,Yes,2,Medium,Medium,Public,Positive,4,No,Postgraduate,Female,70,Good,Pass"
"3957,19,66,High,Medium,No,8,77,Low,No,3,Medium,Medium,Public,Negative,4,No,College,Female,64,Good,Pass"
"3958,19,92,Medium,Medium,Yes,6,88,Low,Yes,1,High,Medium,Public,Positive,2,No,Postgraduate,Male,71,Good,Pass"
"3959,27,63,High,High,Yes,4,92,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,College,Female,68,Good,Pass"
"3960,21,68,Low,Medium,Yes,5,66,Low,Yes,2,High,Medium,Private,Neutral,3,No,High School,Male,64,Good,Pass"
"3961,16,86,Medium,Medium,Yes,6,62,Low,Yes,1,Low,High,Public,Positive,4,No,High School,Female,66,Good,Pass"
"3962,31,94,Low,Medium,No,5,92,Low,Yes,1,High,Low,Private,Neutral,4,No,High School,Male,72,Good,Pass"
"3963,20,70,Low,Medium,Yes,9,69,High,Yes,2,Medium,High,Public,Neutral,3,No,Postgraduate,Female,66,Good,Pass"
"3965,16,81,Medium,Medium,Yes,8,57,High,Yes,1,Medium,Medium,Private,Positive,2,No,High School,Male,66,Good,Pass"
"3966,22,68,High,Medium,No,8,96,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Female,68,Good,Pass"
"3967,22,92,Medium,Low,Yes,7,74,High,Yes,2,Medium,Low,Public,Positive,4,No,College,Male,70,Good,Pass"
"3968,9,91,Medium,Medium,No,10,59,High,Yes,0,Low,Medium,Private,Positive,2,No,College,Male,64,Good,Pass"
"3969,32,66,High,High,Yes,10,77,High,Yes,3,Medium,Medium,Public,Neutral,1,No,College,Male,71,Good,Pass"
"3970,28,79,Medium,High,Yes,9,94,Low,Yes,2,Low,Medium,Private,Positive,5,No,College,Male,72,Good,Pass"
"3971,18,91,High,Medium,Yes,6,69,Medium,Yes,5,Low,High,Public,Positive,2,No,High School,Male,71,Good,Pass"
"3972,13,73,Medium,Low,No,9,59,Medium,Yes,0,Medium,High,Public,Neutral,4,No,Postgraduate,Male,63,Good,Pass"
"3973,22,85,Low,Medium,Yes,4,79,Medium,Yes,1,High,Low,Public,Positive,2,No,College,Male,68,Good,Pass"
"3974,21,62,Medium,Medium,No,9,92,Medium,Yes,1,Medium,Medium,Private,Positive,4,Yes,High School,Male,63,Good,Pass"
"3975,22,84,Medium,Medium,No,4,56,Medium,Yes,0,High,Low,Private,Positive,2,No,High School,Male,66,Good,Pass"
"3976,21,66,Medium,Medium,Yes,7,52,High,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Female,63,Good,Pass"
"3977,23,93,High,High,No,9,53,High,Yes,1,Low,Medium,Private,Neutral,4,No,College,Female,72,Good,Pass"
"3978,29,74,Medium,High,Yes,8,62,High,Yes,3,Low,High,Public,Positive,3,Yes,Postgraduate,Male,70,Good,Pass"
"3979,23,71,Medium,Medium,Yes,5,50,Medium,Yes,1,Low,High,Public,Positive,1,No,College,Female,65,Good,Pass"
"3980,14,94,Medium,High,Yes,7,71,Medium,Yes,0,Medium,Medium,Private,Negative,3,Yes,College,Female,67,Good,Pass"
"3981,28,62,Low,High,No,8,85,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Female,66,Good,Pass"
"3982,30,76,Medium,Medium,Yes,7,86,Medium,Yes,1,Medium,High,Public,Neutral,2,Yes,Postgraduate,Male,69,Good,Pass"
"3983,39,75,Medium,High,Yes,6,82,High,Yes,1,High,Low,Public,Negative,3,No,College,Male,73,Good,Pass"
"3984,13,71,Medium,High,Yes,8,65,High,Yes,2,Medium,Medium,Public,Neutral,4,No,Postgraduate,Female,66,Good,Pass"
"3985,21,96,Medium,Medium,Yes,9,87,Medium,Yes,0,Medium,Medium,Public,Neutral,6,Yes,High School,Female,70,Good,Pass"
"3986,8,90,High,High,No,7,79,High,Yes,2,Low,Medium,Public,Negative,4,No,College,Male,68,Good,Pass"
"3987,23,63,Low,Medium,Yes,9,93,Medium,Yes,2,Medium,High,Private,Positive,2,No,High School,Male,65,Good,Pass"
"3988,17,89,Medium,Medium,No,7,74,Medium,Yes,1,Low,Medium,Private,Positive,2,No,Postgraduate,Female,67,Good,Pass"
"3989,32,81,High,Medium,No,6,59,High,Yes,2,High,Medium,Public,Neutral,2,No,High School,Female,71,Good,Pass"
"3990,15,96,High,High,No,9,82,Medium,Yes,2,Low,Low,Private,Neutral,3,No,High School,Female,70,Good,Pass"
"3991,10,73,Medium,Low,Yes,9,58,Low,Yes,5,Low,Medium,Private,Negative,3,No,High School,Male,61,Good,Pass"
"3992,17,83,High,Medium,Yes,6,98,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Male,69,Good,Pass"
"3993,8,80,Low,Medium,Yes,6,85,Medium,Yes,1,Low,High,Public,Negative,3,No,Postgraduate,Male,63,Good,Pass"
"3994,25,80,Medium,Medium,Yes,10,88,Low,Yes,0,Low,High,Private,Negative,2,No,College,Male,67,Good,Pass"
"3995,8,78,High,Medium,Yes,7,84,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,College,Male,65,Good,Pass"
"3996,20,68,High,Medium,Yes,7,55,High,Yes,0,Low,Low,Public,Positive,3,Yes,High School,Female,63,Good,Pass"
"3997,8,90,Medium,Medium,No,7,73,High,Yes,3,High,Low,Private,Negative,4,No,Postgraduate,Male,67,Good,Pass"
"3998,18,78,Low,High,Yes,9,83,Medium,Yes,2,Low,Medium,Private,Negative,2,No,Postgraduate,Female,66,Good,Pass"
"3999,30,98,Low,Medium,Yes,10,61,Medium,Yes,0,Low,Medium,Public,Positive,3,No,Postgraduate,Male,72,Good,Pass"
"4000,22,70,Medium,High,No,7,84,Low,Yes,3,Low,High,Public,Positive,5,No,High School,Male,68,Good,Pass"
"4001,15,87,High,Medium,Yes,10,91,Medium,Yes,1,Low,Low,Public,Neutral,4,No,High School,Male,67,Good,Pass"
"4002,20,98,Medium,Medium,Yes,6,64,Medium,Yes,1,High,High,Private,Positive,3,No,Postgraduate,Male,72,Good,Pass"
"4003,20,87,Medium,High,Yes,7,60,Medium,Yes,0,Low,Medium,Public,Positive,2,Yes,High School,Female,66,Good,Pass"
"4004,23,95,Medium,Medium,Yes,8,94,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Male,73,Good,Pass"
"4005,12,93,High,High,Yes,6,50,Low,Yes,4,High,High,Public,Positive,3,No,Postgraduate,Male,71,Good,Pass"
"4006,24,74,Low,Low,Yes,8,63,High,Yes,1,Low,High,Public,Positive,3,No,High School,Male,65,Good,Pass"
"4007,4,84,Medium,Medium,Yes,6,70,Medium,Yes,5,Medium,High,Private,Neutral,4,No,High School,Male,65,Good,Pass"
"4008,16,66,High,Medium,Yes,5,84,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,High School,Female,65,Good,Pass"
"4009,17,81,Medium,Medium,Yes,4,100,Low,Yes,2,Medium,High,Private,Neutral,2,No,College,Male,68,Good,Pass"
"4010,24,69,High,Medium,No,7,69,Medium,No,7,High,Medium,Public,Positive,3,No,College,Female,70,Good,Pass"
"4011,20,90,Medium,Low,Yes,8,97,Low,Yes,1,Medium,Low,Private,Neutral,2,No,High School,Female,68,Good,Pass"
"4012,12,81,Low,Medium,Yes,5,68,High,Yes,0,Low,High,Private,Negative,2,No,High School,Male,62,Good,Pass"
"4013,14,76,Medium,Medium,No,7,85,High,Yes,3,Low,Medium,Private,Neutral,3,No,College,Male,66,Good,Pass"
"4014,21,71,Medium,Medium,No,7,58,Low,Yes,3,Low,Medium,Public,Negative,5,No,College,Female,65,Good,Pass"
"4015,20,100,Medium,Medium,Yes,7,73,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,College,Female,71,Good,Pass"
"4016,17,63,Medium,Medium,No,6,94,Low,Yes,0,Medium,Medium,Public,Negative,2,No,High School,Male,61,Good,Pass"
"4017,17,62,Medium,Medium,No,7,66,High,Yes,2,High,Medium,Public,Neutral,4,No,High School,Male,63,Good,Pass"
"4018,24,69,Medium,High,Yes,7,55,Low,Yes,3,Medium,High,Public,Neutral,4,No,High School,Male,67,Good,Pass"
"4019,17,99,Medium,Medium,No,8,76,Low,No,2,High,Medium,Public,Positive,4,No,Postgraduate,Male,70,Good,Pass"
"4020,19,99,Medium,Medium,Yes,5,72,Low,Yes,3,Medium,High,Private,Neutral,4,No,Postgraduate,Male,73,Good,Pass"
"4022,11,95,Medium,Medium,Yes,5,95,Low,Yes,1,Low,High,Public,Positive,3,No,Postgraduate,Male,69,Good,Pass"
"4023,9,69,Low,Medium,Yes,7,80,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,College,Male,61,Good,Pass"
"4025,16,66,Medium,Medium,Yes,6,100,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Female,64,Good,Pass"
"4026,18,64,Low,Medium,Yes,7,57,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Male,61,Good,Pass"
"4027,15,64,Medium,Medium,No,6,92,Low,Yes,3,Low,Medium,Public,Negative,4,No,College,Female,63,Good,Pass"
"4028,18,83,Medium,Low,Yes,9,62,High,Yes,2,Low,Medium,Public,Negative,2,No,High School,Male,65,Good,Pass"
"4029,30,91,High,Medium,No,9,62,Low,Yes,3,Low,High,Public,Negative,4,No,Postgraduate,Female,73,Good,Pass"
"4030,25,75,Medium,Low,Yes,8,75,High,Yes,2,High,High,Private,Negative,4,Yes,Postgraduate,Male,68,Good,Pass"
"4031,25,99,Medium,Medium,No,8,83,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Female,72,Good,Pass"
"4032,12,77,Low,Low,Yes,7,85,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Male,62,Good,Pass"
"4033,13,66,High,Medium,Yes,9,51,Low,Yes,3,Medium,Medium,Private,Positive,2,No,Postgraduate,Male,63,Good,Pass"
"4034,3,79,Low,Medium,Yes,7,64,Low,Yes,0,Medium,Medium,Public,Negative,3,No,Postgraduate,Female,58,Average,Pass"
"4035,15,87,Medium,Medium,No,10,83,Medium,Yes,1,High,High,Private,Positive,3,No,High School,Male,68,Good,Pass"
"4036,26,93,High,High,Yes,6,94,Low,Yes,1,Medium,High,Public,Negative,2,No,High School,Female,74,Good,Pass"
"4037,23,78,Medium,Medium,Yes,5,83,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Male,68,Good,Pass"
"4038,19,84,Medium,Medium,Yes,5,63,Medium,Yes,1,High,Medium,Private,Positive,2,No,High School,Male,67,Good,Pass"
"4039,20,71,Medium,Medium,Yes,5,75,Low,Yes,0,Medium,Medium,Private,Positive,4,No,High School,Male,65,Good,Pass"
"4040,16,86,Low,Low,Yes,5,82,Low,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Female,63,Good,Pass"
"4041,21,99,Medium,Low,No,7,57,High,Yes,2,Medium,Medium,Public,Neutral,2,No,Postgraduate,Male,71,Good,Pass"
"4042,25,62,Medium,Low,Yes,8,77,Medium,Yes,0,Medium,Low,Public,Negative,4,No,College,Female,62,Good,Pass"
"4043,10,95,High,Low,Yes,7,74,High,Yes,2,Low,Medium,Public,Negative,3,No,High School,Male,66,Good,Pass"
"4044,22,82,Low,Medium,No,5,67,Low,Yes,1,Low,High,Private,Neutral,1,Yes,Postgraduate,Female,65,Good,Pass"
"4045,26,70,High,Medium,No,6,81,Low,Yes,0,Low,High,Public,Neutral,3,No,High School,Male,66,Good,Pass"
"4046,18,98,High,Low,No,8,82,Medium,Yes,3,Medium,High,Public,Negative,3,No,College,Male,71,Good,Pass"
"4047,24,79,Low,High,No,6,99,High,No,2,Low,High,Public,Negative,3,No,High School,Male,68,Good,Pass"
"4048,37,73,Medium,High,Yes,6,71,Medium,Yes,0,High,High,Public,Positive,5,No,High School,Male,72,Good,Pass"
"4049,19,67,Medium,High,No,5,77,Medium,Yes,1,Medium,High,Private,Negative,4,No,Postgraduate,Male,66,Good,Pass"
"4050,22,70,Medium,Low,Yes,6,58,Low,Yes,4,High,Medium,Public,Positive,2,No,Postgraduate,Male,66,Good,Pass"
"4051,16,93,Low,High,No,6,77,High,Yes,2,Low,Medium,Public,Negative,1,No,High School,Male,67,Good,Pass"
"4052,21,85,Low,High,Yes,7,52,Medium,Yes,5,High,High,Public,Positive,3,No,Postgraduate,Male,71,Good,Pass"
"4053,23,97,High,High,Yes,8,57,Low,No,2,High,Medium,Public,Positive,1,No,Postgraduate,Male,72,Good,Pass"
"4054,21,69,Low,Medium,No,7,59,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,Postgraduate,Male,64,Good,Pass"
"4055,14,65,Low,High,No,7,82,Low,Yes,1,Low,Low,Public,Negative,3,No,High School,Male,60,Average,Pass"
"4056,21,60,High,Low,No,8,78,Medium,Yes,2,Medium,High,Public,Positive,2,No,High School,Female,64,Good,Pass"
"4057,29,80,Medium,Low,Yes,5,90,Medium,Yes,2,Medium,Low,Public,Positive,1,No,College,Female,70,Good,Pass"
"4058,23,100,Medium,Low,Yes,10,73,Medium,Yes,3,Medium,Medium,Private,Neutral,2,No,College,Male,72,Good,Pass"
"4059,26,88,Medium,High,No,6,74,Medium,Yes,0,Low,Medium,Public,Negative,2,No,High School,Female,68,Good,Pass"
"4060,19,72,Medium,Low,Yes,8,58,Medium,Yes,0,Medium,Low,Public,Neutral,3,No,High School,Female,62,Good,Pass"
"4061,24,95,Medium,Low,No,5,87,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,High School,Male,68,Good,Pass"
"4063,14,61,Medium,Low,Yes,7,71,Medium,Yes,0,Medium,Low,Private,Neutral,1,No,Postgraduate,Female,60,Average,Pass"
"4064,22,93,Medium,High,No,9,59,Low,Yes,3,Low,High,Public,Positive,4,No,Postgraduate,Female,72,Good,Pass"
"4065,14,72,Low,High,No,7,89,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Female,65,Good,Pass"
"4066,16,66,Medium,Low,No,9,84,High,Yes,3,Low,Low,Public,Positive,4,No,High School,Female,63,Good,Pass"
"4067,21,69,Medium,Low,Yes,7,85,Medium,Yes,2,Medium,Medium,Private,Positive,0,No,Postgraduate,Male,66,Good,Pass"
"4068,22,79,Low,Medium,No,10,57,Low,Yes,1,Medium,High,Public,Positive,2,No,High School,Male,65,Good,Pass"
"4069,13,77,Medium,High,No,4,83,Medium,Yes,1,Medium,High,Public,Negative,2,No,Postgraduate,Male,65,Good,Pass"
"4070,26,72,Low,High,No,8,85,Medium,Yes,2,Low,Medium,Public,Negative,3,No,High School,Male,67,Good,Pass"
"4071,23,67,Medium,Medium,No,4,50,Low,Yes,4,Low,Medium,Private,Positive,3,No,College,Male,65,Good,Pass"
"4072,16,90,High,Medium,No,7,66,Medium,Yes,0,High,High,Public,Negative,3,No,High School,Male,67,Good,Pass"
"4073,11,100,Medium,Medium,Yes,9,54,Low,Yes,1,Low,Medium,Public,Negative,3,No,Postgraduate,Male,66,Good,Pass"
"4074,19,91,Low,High,Yes,9,84,High,Yes,2,High,High,Public,Positive,3,Yes,High School,Male,71,Good,Pass"
"4075,17,72,Medium,Medium,No,8,61,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,Postgraduate,Male,64,Good,Pass"
"4076,21,70,Low,Low,No,7,63,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Male,61,Good,Pass"
"4077,18,69,High,High,Yes,8,54,Low,Yes,1,High,High,Private,Neutral,2,No,High School,Male,65,Good,Pass"
"4078,8,65,Medium,Medium,No,10,74,Medium,Yes,1,Medium,High,Private,Positive,5,No,High School,Male,61,Good,Pass"
"4079,18,82,High,Low,No,7,52,Low,Yes,1,Low,Medium,Public,Negative,4,No,High School,Female,64,Good,Pass"
"4080,18,84,High,High,Yes,8,92,Low,Yes,0,Low,High,Public,Negative,3,No,College,Female,69,Good,Pass"
"4081,24,88,Medium,Medium,Yes,6,51,High,Yes,4,Medium,Low,Public,Positive,4,No,High School,Male,71,Good,Pass"
"4082,16,87,High,Medium,No,9,53,High,Yes,3,Medium,High,Private,Neutral,5,No,College,Male,70,Good,Pass"
"4083,30,72,High,Medium,Yes,8,82,High,Yes,1,Low,Medium,Public,Positive,1,No,College,Female,70,Good,Pass"
"4084,9,73,Medium,Medium,Yes,6,96,Low,Yes,0,Low,High,Public,Positive,2,No,High School,Male,62,Good,Pass"
"4085,28,87,Medium,Medium,No,8,95,Medium,Yes,2,Medium,Low,Private,Positive,3,No,Postgraduate,Female,73,Good,Pass"
"4086,19,74,Medium,High,No,8,54,High,Yes,0,Medium,Medium,Public,Positive,3,No,College,Male,66,Good,Pass"
"4087,25,69,Medium,Medium,Yes,8,64,Medium,Yes,1,High,Low,Public,Negative,3,No,Postgraduate,Female,66,Good,Pass"
"4088,20,75,Low,Medium,No,7,76,Medium,Yes,3,High,High,Private,Negative,3,No,College,Female,66,Good,Pass"
"4089,27,71,Medium,Medium,Yes,9,51,Medium,No,3,High,Medium,Public,Neutral,1,No,College,Female,66,Good,Pass"
"4090,18,64,Medium,Medium,Yes,6,76,Medium,Yes,2,Medium,High,Public,Positive,4,No,High School,Male,65,Good,Pass"
"4091,13,93,Low,Low,No,7,72,High,Yes,2,Medium,Medium,Private,Positive,2,No,Postgraduate,Female,67,Good,Pass"
"4092,29,94,High,Medium,No,7,79,Medium,Yes,6,Low,High,Private,Neutral,4,No,College,Female,76,Good,Pass"
"4093,19,69,Medium,Medium,Yes,9,96,Medium,Yes,0,High,High,Private,Positive,3,No,High School,Female,66,Good,Pass"
"4094,21,63,Medium,Medium,Yes,6,64,Low,Yes,1,High,High,Public,Negative,3,No,High School,Male,63,Good,Pass"
"4095,27,90,Medium,Medium,No,7,82,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,College,Female,71,Good,Pass"
"4096,14,68,Medium,High,No,6,71,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Male,63,Good,Pass"
"4097,24,76,High,Low,Yes,7,72,Low,Yes,1,High,Medium,Public,Positive,2,No,College,Male,67,Good,Pass"
"4098,16,63,Medium,Medium,Yes,8,82,Medium,Yes,0,High,Medium,Public,Neutral,3,No,High School,Male,63,Good,Pass"
"4099,19,69,High,Medium,Yes,5,98,Medium,Yes,0,High,Medium,Public,Neutral,4,No,High School,Male,66,Good,Pass"
"4100,20,92,Medium,Medium,Yes,9,93,Low,Yes,3,High,Medium,Public,Positive,2,No,College,Female,72,Good,Pass"
"4101,11,92,High,Medium,Yes,8,82,High,Yes,4,Medium,Medium,Private,Negative,2,No,Postgraduate,Female,70,Good,Pass"
"4102,15,68,High,Low,Yes,6,73,Medium,No,0,Medium,Medium,Public,Positive,3,No,College,Male,62,Good,Pass"
"4103,28,73,High,Medium,Yes,6,71,Medium,Yes,0,Medium,High,Private,Positive,2,No,College,Female,69,Good,Pass"
"4104,25,65,Low,Medium,Yes,9,89,Medium,Yes,2,Medium,High,Public,Neutral,3,No,High School,Female,66,Good,Pass"
"4105,20,63,Medium,Medium,Yes,8,61,Medium,Yes,2,High,Medium,Public,Neutral,3,No,High School,Male,64,Good,Pass"
"4106,21,100,Low,Medium,Yes,6,79,Medium,Yes,2,Low,Medium,Public,Neutral,1,No,High School,Female,70,Good,Pass"
"4107,18,86,Medium,Medium,No,6,75,High,Yes,0,Low,High,Public,Neutral,4,No,High School,Male,67,Good,Pass"
"4108,28,82,Medium,High,Yes,8,82,Low,Yes,1,Medium,Medium,Private,Negative,2,No,Postgraduate,Male,71,Good,Pass"
"4109,19,91,Medium,Medium,No,8,59,High,Yes,1,High,Medium,Public,Neutral,2,No,Postgraduate,Male,69,Good,Pass"
"4110,21,94,High,Low,No,8,85,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,College,Male,70,Good,Pass"
"4111,27,92,Medium,Medium,Yes,7,81,Medium,Yes,0,Low,Medium,Public,Negative,1,No,College,Male,70,Good,Pass"
"4112,15,61,High,Low,Yes,8,59,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,Postgraduate,Female,61,Good,Pass"
"4113,29,67,Low,High,No,7,72,Medium,No,0,Medium,High,Public,Neutral,3,No,High School,Female,65,Good,Pass"
"4114,11,86,Medium,High,Yes,6,84,Medium,Yes,0,High,High,Private,Neutral,3,No,High School,Male,67,Good,Pass"
"4115,30,75,Medium,Low,Yes,9,95,Low,Yes,1,High,Medium,Public,Negative,5,No,Postgraduate,Male,70,Good,Pass"
"4116,18,99,Medium,Medium,No,8,56,Medium,No,2,Low,High,Private,Negative,3,No,High School,Male,67,Good,Pass"
"4117,19,87,Low,High,Yes,6,50,Medium,Yes,3,Low,Medium,Public,Neutral,2,No,Postgraduate,Male,68,Good,Pass"
"4118,9,98,High,High,No,7,58,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,College,Male,69,Good,Pass"
"4119,17,68,Medium,Medium,No,7,99,Medium,Yes,1,Medium,Low,Private,Neutral,1,No,Postgraduate,Male,65,Good,Pass"
"4120,14,95,High,Medium,Yes,6,88,Medium,Yes,2,Low,Low,Public,Neutral,2,No,High School,Male,68,Good,Pass"
"4121,16,73,High,Medium,Yes,7,81,Medium,Yes,1,High,High,Public,Negative,4,No,Postgraduate,Male,67,Good,Pass"
"4122,19,100,Medium,High,Yes,6,57,Medium,Yes,1,High,Medium,Private,Positive,2,Yes,High School,Male,70,Good,Pass"
"4123,26,66,High,High,No,8,71,High,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Female,68,Good,Pass"
"4124,21,81,High,Medium,Yes,7,86,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,College,Male,69,Good,Pass"
