"Id,Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score"
"1924,21,62,73,2,66"
"1925,32,88,83,1,73"
"1926,14,81,85,3,69"
"1927,5,79,89,3,66"
"1928,18,69,65,4,65"
"1929,27,88,56,2,70"
"1930,32,68,84,0,70"
"1931,13,82,56,2,67"
"1932,23,70,73,1,68"
"1933,17,98,62,1,68"
"1934,19,61,67,0,61"
"1935,36,68,74,2,70"
"1936,11,70,95,0,65"
"1937,22,77,84,3,66"
"1938,23,69,59,3,67"
"1939,27,80,94,3,69"
"1940,21,95,75,1,69"
"1941,22,88,60,1,67"
"1942,18,83,76,0,66"
"1943,22,64,60,1,63"
"1944,18,88,68,0,67"
"1945,24,67,90,0,64"
"1946,18,91,83,2,68"
"1947,22,70,74,2,65"
"1948,20,77,61,2,65"
"1949,27,74,64,1,65"
"1950,20,94,99,0,70"
"1951,9,65,67,1,62"
"1952,28,83,81,0,68"
"1953,15,66,75,0,62"
"1954,16,88,51,0,68"
"1955,16,96,97,0,72"
"1956,28,77,54,1,70"
"1957,7,80,83,3,62"
"1958,39,97,91,2,79"
"1959,26,81,87,2,73"
"1960,21,80,90,1,68"
"1961,20,83,87,0,68"
"1962,22,88,72,2,69"
"1963,23,64,95,1,63"
"1964,24,93,96,5,74"
"1965,23,77,72,2,69"
"1966,21,63,74,0,61"
"1967,19,91,74,4,69"
"1968,19,75,64,2,64"
"1969,19,64,56,2,63"
"1970,27,85,63,1,68"
"1971,24,95,92,2,72"
"1972,2,96,77,3,65"
"1973,24,98,93,2,69"
"1974,21,95,87,2,70"
"1975,20,60,67,1,63"
"1976,18,75,59,0,62"
"1977,27,93,78,1,72"
"1978,26,75,97,1,69"
"1979,15,84,92,2,66"
"1980,22,84,88,2,71"
"1981,14,75,88,2,62"
"1982,12,96,76,2,68"
"1983,16,80,58,0,63"
"1984,25,79,64,0,66"
"1985,26,100,79,1,75"
"1986,23,80,66,1,69"
"1987,24,67,89,2,68"
"1988,23,81,69,5,69"
"1989,16,93,56,2,67"
"1990,23,91,89,3,73"
"1991,25,92,85,1,71"
"1992,25,88,63,2,71"
"1993,27,70,99,2,68"
"1994,24,94,70,1,70"
"1995,22,96,84,1,71"
"1996,26,68,96,1,69"
"1997,20,65,58,3,63"
"1998,15,99,94,2,71"
"1999,19,95,85,2,69"
"2000,16,96,58,2,71"
"2001,16,95,83,2,68"
"2002,19,82,94,1,68"
"2003,15,86,90,0,66"
"2004,18,82,88,3,67"
"2005,9,62,58,0,59"
"2006,21,90,60,1,66"
"2007,20,80,77,0,64"
"2008,15,86,79,1,64"
"2009,24,80,97,0,69"
"2010,26,80,73,1,69"
"2011,10,67,65,3,61"
"2012,15,71,60,0,62"
"2013,15,66,53,2,61"
"2014,14,68,53,1,63"
"2015,25,99,79,2,71"
"2016,19,66,59,1,65"
"2017,18,71,93,1,68"
"2018,8,84,80,1,67"
"2019,24,84,93,2,70"
"2020,13,66,71,3,64"
"2021,20,92,80,0,71"
"2022,22,91,76,2,71"
"2023,28,69,99,0,67"
"2024,12,72,90,0,63"
"2025,2,98,80,2,66"
"2026,21,93,80,3,70"
"2027,31,88,62,2,70"
"2028,27,63,87,3,67"
"2029,21,77,99,3,69"
"2030,17,82,56,3,66"
"2031,25,67,82,1,67"
"2032,14,78,76,0,65"
"2033,23,84,93,1,72"
"2034,23,73,50,1,68"
"2035,26,91,57,3,72"
"2036,37,94,52,1,76"
"2037,22,73,58,4,65"
"2038,17,94,85,1,68"
"2039,20,64,57,3,65"
"2040,9,94,81,0,66"
"2041,16,66,93,7,63"
"2042,18,63,52,2,63"
"2043,17,86,51,2,66"
"2044,21,79,99,2,69"
"2045,15,96,84,3,72"
"2046,27,75,57,3,66"
"2047,20,71,65,2,64"
"2048,20,80,99,0,67"
"2049,18,78,61,1,67"
"2050,21,74,88,1,66"
"2051,25,88,62,2,68"
"2052,15,90,70,0,65"
"2053,16,94,94,2,71"
"2054,18,99,51,1,71"
"2055,12,71,65,1,62"
"2056,15,89,74,2,69"
"2057,17,76,81,4,65"
"2058,25,87,51,3,70"
"2059,22,79,71,2,66"
"2060,21,100,67,0,70"
"2061,25,89,51,2,70"
"2062,19,98,68,1,69"
"2063,22,93,97,2,71"
"2064,19,96,64,1,69"
"2065,22,93,79,2,73"
"2066,17,78,65,1,65"
"2067,5,70,55,3,62"
"2068,19,75,64,2,67"
"2069,29,61,74,1,65"
"2070,26,81,65,1,65"
"2071,26,80,81,0,70"
"2072,27,81,97,1,70"
"2073,21,99,53,0,71"
"2074,21,96,86,1,71"
"2075,16,66,50,1,62"
"2076,18,75,50,4,65"
"2077,24,77,57,3,84"
"2078,27,74,74,2,68"
"2079,19,92,52,3,70"
"2080,17,81,86,1,68"
"2081,20,83,51,2,67"
"2082,24,94,75,1,69"
"2083,11,92,84,2,68"
"2084,6,65,62,3,59"
"2085,17,89,79,0,67"
"2086,13,77,63,0,63"
"2087,17,72,61,1,65"
"2088,19,62,91,1,63"
"2089,17,79,67,1,64"
"2090,29,74,91,3,72"
"2091,22,70,61,1,63"
"2092,22,88,68,2,66"
"2093,24,91,55,0,67"
"2094,13,70,75,1,66"
"2095,26,62,69,2,66"
"2096,20,94,50,1,68"
"2097,24,60,73,1,66"
"2098,14,97,54,3,68"
"2099,11,85,92,2,65"
"2100,25,73,75,0,67"
"2101,22,70,85,0,64"
"2102,15,60,91,0,59"
"2103,15,69,53,0,60"
"2104,27,66,67,1,65"
"2105,13,84,51,0,64"
"2106,30,67,52,1,66"
"2107,15,81,52,0,65"
"2108,24,84,74,2,69"
"2109,18,72,73,0,66"
"2110,24,61,53,1,65"
"2111,17,61,63,1,62"
"2112,19,61,62,2,60"
"2113,20,90,65,4,68"
"2114,14,73,82,1,64"
"2115,24,92,85,0,73"
"2116,17,77,67,1,64"
"2117,19,78,89,2,69"
"2118,14,81,71,1,63"
"2119,5,89,76,2,65"
"2120,19,71,57,2,65"
"2121,34,65,62,0,67"
"2122,25,82,86,0,67"
"2123,20,73,99,1,66"
"2124,18,78,85,1,68"
"2125,20,86,53,1,65"
"2126,23,80,57,1,66"
"2127,13,85,72,2,66"
"2128,27,82,87,2,69"
"2129,24,90,58,2,70"
"2130,24,88,88,2,71"
"2131,23,81,78,4,70"
"2132,20,87,89,2,68"
"2133,24,95,78,2,73"
"2134,24,77,80,1,68"
"2135,18,77,62,2,66"
"2136,17,91,86,1,67"
"2137,21,83,92,2,66"
"2138,29,63,94,0,69"
"2139,13,96,51,1,67"
"2140,11,61,81,5,61"
"2141,21,90,99,2,70"
"2142,20,90,79,2,70"
"2143,21,98,59,3,70"
"2144,21,62,94,1,64"
"2145,19,84,63,0,65"
"2146,29,77,52,5,70"
"2147,10,73,72,1,62"
"2148,15,64,55,1,64"
"2149,19,83,56,1,67"
"2150,10,79,73,1,63"
"2151,19,64,81,0,62"
"2152,30,84,95,2,72"
"2153,20,90,85,3,69"
"2154,21,91,92,5,72"
"2155,12,96,71,2,68"
"2156,16,76,66,1,64"
"2157,18,98,80,3,72"
"2158,18,95,85,2,73"
"2159,28,72,78,5,67"
"2160,23,66,63,0,64"
"2161,13,77,68,3,65"
"2162,21,76,72,1,67"
"2163,23,83,51,3,68"
"2164,27,83,94,2,72"
"2165,29,90,76,1,71"
"2166,14,80,88,1,66"
"2167,15,64,59,0,59"
"2168,12,94,78,1,68"
"2169,19,72,96,3,64"
"2170,23,99,61,2,70"
"2171,26,65,67,4,65"
"2172,20,98,69,2,72"
"2173,18,64,69,3,66"
"2174,21,69,80,2,68"
"2175,15,62,70,1,62"
"2176,33,88,84,1,70"
"2177,10,94,74,3,70"
"2178,21,77,58,0,64"
"2179,32,97,97,1,76"
"2180,20,84,62,1,67"
"2181,19,85,78,2,69"
"2182,18,94,53,4,68"
"2183,19,72,96,1,67"
"2184,28,74,96,0,69"
"2185,7,96,68,2,67"
"2186,29,96,56,0,73"
"2187,11,99,88,4,71"
"2188,18,96,63,4,70"
"2189,17,65,85,1,65"
"2190,24,93,96,0,73"
"2191,10,76,80,1,65"
"2192,23,100,93,4,73"
"2193,32,79,61,0,70"
"2194,12,82,96,0,66"
"2195,21,81,61,3,66"
"2196,16,73,61,4,64"
"2197,23,63,94,2,68"
"2198,20,96,78,1,70"
"2199,16,92,90,6,72"
"2200,23,66,90,2,66"
"2201,31,91,82,2,74"
"2202,19,85,59,0,67"
"2203,24,76,85,2,71"
"2204,12,70,53,2,60"
"2205,14,94,60,3,68"
"2206,23,88,82,0,69"
"2207,29,82,95,2,74"
"2208,22,84,89,2,71"
"2209,18,64,67,0,63"
"2210,20,79,91,2,66"
"2211,12,68,98,1,65"
"2212,24,68,67,0,60"
"2213,25,86,59,3,69"
"2214,17,96,60,1,69"
"2215,17,76,70,2,67"
"2216,22,68,53,1,65"
"2217,17,86,74,1,70"
"2218,20,95,87,0,71"
"2219,33,90,77,3,73"
"2220,19,95,99,0,70"
"2221,18,81,73,1,67"
"2222,16,90,51,1,67"
"2223,24,66,74,0,65"
"2224,19,74,96,2,69"
"2225,16,76,55,1,65"
"2226,28,80,61,1,68"
"2227,29,97,86,0,74"
"2228,16,95,65,0,68"
"2229,9,65,88,1,61"
"2230,26,67,71,3,67"
"2231,16,74,90,1,66"
"2232,25,72,78,8,69"
"2233,8,85,54,1,62"
"2234,25,96,69,0,71"
"2235,13,98,67,1,71"
"2236,24,86,91,0,72"
"2237,20,94,81,1,69"
"2238,14,81,89,6,67"
"2239,18,68,69,1,63"
"2240,24,81,85,1,68"
"2241,21,82,53,0,69"
"2242,24,90,52,0,65"
"2243,32,69,64,0,70"
"2244,11,75,89,2,65"
"2245,30,75,77,0,67"
"2246,21,98,70,0,72"
"2247,15,78,95,1,69"
"2248,12,90,75,2,69"
"2249,19,90,81,4,71"
"2250,26,71,99,1,67"
"2251,19,83,76,3,65"
"2252,29,96,89,2,70"
"2253,11,79,71,1,63"
"2254,20,98,52,0,71"
"2255,12,69,92,1,64"
"2256,22,63,97,5,69"
"2257,25,96,72,0,69"
"2258,17,94,75,1,70"
"2259,4,100,71,2,64"
"2260,21,87,100,1,70"
"2261,23,97,95,0,74"
"2262,22,93,52,1,69"
"2263,27,94,89,3,73"
"2264,14,83,80,1,66"
"2265,24,75,51,1,67"
"2266,27,97,72,6,76"
"2267,9,77,57,2,61"
"2268,22,82,94,0,68"
"2269,17,78,51,1,63"
"2270,20,83,94,1,67"
"2271,22,79,97,3,66"
"2272,17,62,54,2,62"
"2273,16,95,86,0,69"
"2274,20,78,77,3,67"
"2275,13,84,98,2,66"
"2276,13,66,90,2,63"
"2277,24,60,85,1,64"
"2278,13,70,96,2,64"
"2279,24,88,58,1,67"
"2280,23,64,69,4,66"
"2281,10,96,92,1,68"
"2282,16,69,55,1,62"
"2283,27,68,97,1,68"
"2284,14,67,87,1,63"
"2285,17,61,72,1,62"
"2286,23,91,67,2,72"
"2287,25,95,57,4,69"
"2288,18,85,55,3,67"
"2289,16,68,71,1,65"
"2290,29,71,92,1,69"
"2291,30,79,77,1,72"
"2292,26,98,73,2,70"
"2293,21,70,66,1,91"
"2294,15,89,58,2,65"
"2295,15,78,100,0,62"
"2296,23,72,51,2,65"
"2297,23,78,66,1,67"
"2298,28,63,88,4,67"
"2299,24,92,76,2,72"
"2300,11,70,66,1,60"
"2301,26,89,100,0,69"
"2302,14,63,81,0,61"
"2303,18,98,65,1,70"
"2304,22,68,92,2,68"
"2305,32,95,58,2,75"
"2306,39,92,73,1,75"
"2307,24,99,92,2,72"
"2308,19,79,99,1,66"
"2309,23,89,69,5,71"
"2310,25,75,57,4,70"
"2311,18,67,78,2,63"
"2312,31,78,97,0,72"
"2313,21,67,83,1,65"
"2314,23,99,80,3,71"
"2315,24,64,65,0,65"
"2316,23,84,80,1,69"
"2317,25,85,94,3,71"
"2318,16,82,69,2,68"
"2319,17,86,62,2,66"
"2320,13,65,74,0,60"
"2321,23,82,69,0,68"
"2322,25,71,73,1,67"
"2323,23,98,55,3,71"
"2324,30,90,67,2,74"
"2325,20,99,91,2,70"
"2326,24,62,70,2,63"
"2327,13,71,98,0,64"
"2328,18,68,85,3,66"
"2329,24,60,68,0,64"
"2330,25,70,63,1,69"
"2331,18,87,84,2,71"
"2332,20,69,65,1,64"
"2333,11,80,96,1,65"
"2334,18,96,56,2,69"
"2335,25,88,51,1,68"
"2336,23,76,61,3,68"
"2337,23,75,80,0,68"
"2338,20,78,92,1,65"
"2339,20,67,59,1,65"
"2340,16,85,79,1,66"
"2341,24,75,57,0,66"
"2342,23,94,78,2,71"
"2343,23,90,51,0,68"
"2344,17,84,78,0,65"
"2345,7,75,76,0,63"
"2346,27,68,52,1,66"
"2347,17,91,84,7,71"
"2348,15,79,79,2,65"
"2349,24,69,81,3,68"
"2350,18,68,76,2,66"
"2351,26,67,86,2,64"
"2352,24,91,76,1,70"
"2353,24,69,96,4,70"
"2354,12,81,97,1,66"
"2355,27,78,86,3,70"
"2356,22,83,96,2,71"
"2357,18,95,96,2,70"
"2358,21,95,63,1,70"
"2359,9,78,100,2,66"
"2360,22,61,63,1,64"
"2361,14,77,51,5,66"
"2362,12,84,98,1,68"
"2363,11,82,61,2,61"
"2364,27,86,79,2,72"
"2365,16,66,99,1,66"
"2366,29,86,52,1,68"
"2367,17,67,63,1,61"
"2368,10,90,80,0,67"
"2369,13,74,88,3,66"
"2370,27,88,90,3,74"
"2371,19,62,94,0,66"
"2372,17,76,58,4,67"
"2373,21,88,69,4,71"
"2374,23,69,86,0,66"
"2375,27,92,86,0,71"
"2376,29,85,65,4,72"
"2377,18,84,65,2,66"
"2378,12,74,66,1,62"
"2379,18,79,95,1,66"
"2380,22,84,95,2,69"
"2381,14,79,51,0,64"
"2382,14,88,66,4,69"
"2383,22,77,70,2,69"
"2384,20,68,99,0,64"
"2385,20,69,97,3,68"
"2386,15,60,81,4,63"
"2387,19,72,52,1,64"
"2388,14,90,60,2,69"
"2389,25,92,72,1,71"
"2390,26,68,98,2,67"
"2391,9,98,55,3,67"
"2392,14,80,90,2,66"
"2393,11,97,60,0,67"
"2394,16,88,75,2,68"
"2395,19,89,88,1,69"
"2396,11,63,85,0,62"
"2397,14,69,89,2,66"
"2398,14,60,91,1,63"
"2399,21,89,65,2,67"
"2400,20,74,68,3,68"
"2401,16,91,91,2,66"
"2402,21,74,52,3,66"
"2403,17,93,76,0,67"
"2404,18,65,96,1,66"
"2405,30,67,94,1,69"
"2406,28,74,90,2,72"
"2407,12,76,51,0,60"
"2408,25,74,94,0,68"
"2409,25,91,96,3,72"
"2410,13,64,83,1,64"
"2411,25,74,65,0,65"
"2412,29,93,74,3,76"
"2413,13,63,88,0,59"
"2414,14,98,91,0,67"
"2415,26,99,67,4,73"
"2416,22,64,66,1,64"
"2417,23,72,87,3,67"
"2418,22,75,84,3,69"
"2419,22,91,76,1,69"
"2420,12,84,71,2,67"
"2421,26,86,83,2,72"
"2422,27,90,52,2,86"
"2423,19,65,54,0,62"
"2424,20,93,79,1,69"
"2425,11,88,61,2,68"
"2426,23,83,89,1,99"
"2427,23,96,89,1,70"
"2428,20,88,85,2,68"
"2429,27,68,95,0,67"
"2430,18,77,57,1,66"
"2431,23,80,63,0,66"
"2432,14,62,63,2,62"
"2433,20,98,89,3,72"
"2434,19,65,76,0,64"
"2435,21,88,63,1,68"
"2436,18,80,57,2,66"
"2437,19,61,95,4,68"
"2438,25,97,85,3,75"
"2439,17,94,76,3,67"
"2440,10,81,98,2,65"
"2441,30,69,92,2,68"
"2442,28,65,59,2,67"
"2443,12,75,75,1,63"
"2444,24,70,74,2,67"
"2445,17,80,92,0,67"
"2446,22,99,57,2,73"
"2447,22,83,73,0,67"
"2448,19,96,82,1,71"
"2449,15,86,97,2,67"
"2450,16,79,95,0,68"
"2451,15,94,77,1,68"
"2452,15,79,80,1,66"
"2453,20,95,93,0,68"
"2454,16,72,87,2,63"
"2455,24,65,94,2,68"
"2456,29,94,95,1,74"
"2457,17,83,92,3,65"
"2458,21,96,50,1,69"
"2459,23,98,66,1,70"
"2460,23,62,70,3,65"
"2461,20,80,84,1,68"
"2462,24,75,65,0,65"
"2463,23,85,66,0,68"
"2464,13,92,70,4,68"
"2465,25,71,98,0,66"
"2466,25,82,72,0,70"
"2467,15,88,57,1,66"
"2468,20,65,50,0,64"
"2469,24,93,62,1,70"
"2470,19,84,97,1,68"
"2471,26,98,98,4,74"
"2472,34,74,76,2,71"
"2473,15,64,82,0,61"
"2474,12,80,90,3,64"
"2475,22,63,53,2,64"
"2476,24,99,69,0,73"
"2477,19,62,82,0,62"
"2478,29,90,95,0,71"
"2479,12,81,86,2,68"
"2480,24,75,68,2,67"
"2481,16,63,95,1,63"
"2482,30,85,83,2,71"
"2483,32,83,92,1,72"
"2484,15,71,69,3,66"
"2485,17,96,50,1,67"
"2486,25,72,58,0,66"
"2487,18,78,96,4,68"
"2488,20,82,52,0,64"
"2489,20,64,80,1,65"
"2490,8,97,70,0,66"
"2491,20,75,71,1,69"
"2492,16,63,70,2,64"
"2493,17,75,53,1,65"
"2494,29,84,56,3,72"
"2495,12,81,53,1,65"
"2496,25,88,53,2,70"
"2497,18,62,54,2,64"
"2498,18,71,85,1,62"
"2499,25,93,56,0,69"
"2500,22,63,63,1,62"
"2501,23,94,83,2,69"
"2502,26,64,56,3,66"
"2503,18,93,96,2,71"
"2504,16,74,74,4,66"
"2505,13,84,98,0,64"
"2506,15,66,60,2,63"
"2507,38,63,52,1,69"
"2508,27,69,80,1,68"
"2509,12,65,66,0,63"
"2510,12,72,79,1,64"
"2511,23,81,74,0,66"
"2512,23,84,73,1,71"
"2513,23,92,93,0,72"
"2514,18,86,60,2,88"
"2515,19,84,75,1,66"
"2516,22,76,71,0,65"
"2517,21,79,84,2,66"
"2518,7,77,53,4,62"
"2519,19,94,76,4,68"
"2520,15,69,74,2,65"
"2521,21,60,99,0,62"
"2522,38,86,88,1,74"
"2523,22,68,58,0,64"
"2524,18,96,75,2,72"
"2525,26,94,89,0,70"
"2526,23,63,76,2,65"
"2527,23,64,68,3,66"
"2528,24,80,69,0,67"
"2529,32,84,68,1,73"
"2530,13,71,51,4,65"
"2531,23,89,87,4,74"
"2532,14,84,81,0,66"
"2533,23,73,63,1,67"
"2534,14,61,82,0,58"
"2535,17,90,65,2,71"
"2536,18,69,62,1,63"
"2537,26,93,87,1,73"
"2538,26,77,90,1,68"
"2539,13,83,81,4,66"
"2540,20,95,89,3,68"
"2541,16,95,68,2,66"
"2542,12,75,54,1,62"
"2543,19,68,80,0,78"
"2544,18,91,63,1,68"
"2545,35,77,89,5,77"
"2546,23,68,68,1,65"
"2547,12,96,84,3,73"
"2548,17,68,78,4,64"
"2549,26,61,91,0,67"
"2550,33,61,92,1,69"
"2551,10,85,53,1,60"
"2552,9,86,65,0,66"
"2553,31,72,94,2,70"
"2554,22,73,70,2,66"
"2555,15,74,76,1,64"
"2556,23,87,59,1,70"
"2557,4,62,78,3,58"
"2558,20,97,63,0,69"
"2559,22,69,91,0,64"
"2560,26,100,60,2,72"
"2561,14,67,68,1,60"
"2562,21,91,55,2,70"
"2563,14,69,79,1,62"
"2564,22,63,97,1,66"
"2565,15,95,59,0,66"
"2566,18,94,51,1,65"
"2567,14,76,71,1,64"
"2568,24,88,87,1,72"
"2569,25,82,99,3,71"
"2570,19,94,53,1,68"
"2571,20,73,89,2,68"
"2572,11,81,68,2,64"
"2573,18,79,58,3,65"
"2574,20,74,60,1,64"
"2575,36,96,96,1,75"
"2576,13,67,90,2,61"
"2577,29,66,66,0,68"
"2578,26,83,97,2,70"
"2579,22,86,55,5,71"
"2580,31,68,66,0,66"
"2581,22,76,83,0,66"
"2582,22,98,100,0,70"
"2583,20,70,73,0,62"
"2584,27,87,91,4,72"
"2585,27,90,96,0,72"
"2586,16,78,50,2,63"
"2587,12,98,64,5,69"
"2588,19,89,55,0,68"
"2589,15,78,89,0,67"
"2590,20,83,78,3,71"
"2591,27,88,55,2,67"
"2592,17,84,71,0,62"
"2593,20,95,76,0,69"
"2594,20,74,85,2,67"
"2595,25,72,89,2,71"
"2596,7,69,54,1,87"
"2597,16,62,74,2,62"
"2598,21,62,58,2,64"
"2599,27,95,88,3,74"
"2600,17,87,83,0,69"
"2601,9,86,86,1,65"
"2602,24,85,54,2,66"
"2603,16,94,76,3,70"
"2604,13,79,92,3,68"
"2605,16,95,86,4,70"
"2606,19,74,93,1,68"
"2607,16,97,60,0,69"
"2608,7,88,64,2,66"
"2609,25,70,72,0,65"
"2610,28,83,76,1,71"
"2611,24,81,63,1,66"
"2612,13,66,69,2,61"
"2613,19,84,84,3,69"
"2614,20,73,82,1,65"
"2615,24,62,56,0,63"
"2616,24,98,99,2,73"
"2617,16,86,78,1,68"
"2618,20,95,74,1,70"
"2619,23,87,98,3,72"
"2620,29,74,57,3,68"
"2621,24,81,77,0,68"
"2622,25,87,90,1,71"
"2623,21,98,70,1,68"
"2624,28,70,87,3,70"
"2625,22,95,95,2,70"
"2626,15,97,63,2,69"
"2627,28,87,62,2,73"
"2628,24,97,68,1,72"
"2629,17,76,71,0,67"
"2630,17,98,56,2,69"
"2631,22,88,62,1,68"
"2632,23,62,94,0,64"
"2633,21,96,78,2,71"
"2634,22,79,63,1,68"
"2635,30,78,97,1,70"
"2636,26,83,89,3,72"
"2637,21,66,68,2,65"
"2638,26,79,88,1,70"
"2639,14,93,80,2,69"
"2640,22,61,84,0,64"
"2641,31,71,66,3,67"
"2642,19,60,60,1,65"
"2643,15,77,63,0,62"
"2644,16,89,54,2,68"
"2645,13,92,74,2,68"
"2646,15,98,70,1,68"
"2647,18,84,50,4,68"
"2648,12,70,93,1,62"
"2649,20,97,84,4,72"
"2650,25,91,72,1,69"
"2651,15,83,98,3,68"
"2652,29,88,97,4,71"
"2653,23,97,55,0,69"
"2654,26,88,81,1,71"
"2655,16,75,91,2,65"
"2656,25,89,59,1,68"
"2657,13,62,56,1,60"
"2658,25,75,63,3,68"
"2659,21,76,64,1,66"
"2660,23,67,98,4,66"
"2661,13,61,89,4,62"
"2662,15,65,53,2,61"
"2663,24,86,89,2,69"
"2664,14,92,58,1,69"
"2665,23,100,68,4,74"
"2666,12,74,66,1,62"
"2667,25,84,64,0,67"
"2668,13,97,65,1,69"
"2669,23,67,88,1,66"
"2670,24,89,63,2,72"
"2671,16,90,90,2,69"
"2672,23,64,55,0,65"
"2673,22,94,80,0,72"
"2674,17,93,93,2,69"
"2675,14,61,54,3,60"
"2676,8,64,82,0,61"
"2677,22,62,76,1,63"
"2678,11,73,67,3,63"
"2679,21,80,55,1,68"
"2680,18,81,84,1,68"
"2681,24,71,65,1,65"
"2682,18,96,67,1,71"
"2683,18,75,86,1,64"
"2684,24,62,97,1,65"
"2685,22,72,67,2,67"
"2686,22,81,87,0,67"
"2687,23,76,98,1,67"
"2688,11,71,55,1,87"
"2689,25,65,76,1,67"
"2690,24,93,51,4,72"
"2691,14,100,91,0,69"
"2692,19,73,64,1,65"
"2693,20,75,67,1,66"
"2694,19,85,84,3,70"
"2695,22,89,89,0,71"
"2696,29,76,70,1,67"
"2697,26,96,83,0,72"
"2698,12,82,98,0,63"
"2699,24,78,94,0,67"
"2700,28,86,85,6,72"
"2701,22,98,97,1,72"
"2702,27,92,94,1,70"
"2703,32,62,86,0,67"
"2704,26,73,96,0,68"
"2705,21,79,91,1,67"
"2706,26,73,75,3,70"
"2707,21,88,75,1,67"
"2708,20,93,50,1,71"
"2709,18,89,52,1,69"
"2710,29,100,87,3,74"
"2711,15,71,78,0,63"
"2712,29,95,88,0,72"
"2713,23,91,97,2,71"
"2714,12,74,73,1,64"
"2715,22,89,54,1,69"
"2716,7,64,81,2,62"
"2717,24,92,55,1,69"
"2718,25,81,81,2,68"
"2719,16,72,76,6,67"
"2720,21,86,86,2,71"
"2721,32,86,68,1,70"
"2722,17,68,57,2,63"
"2723,14,61,62,0,60"
"2724,29,77,84,0,69"
"2725,32,83,74,3,71"
"2726,20,95,77,1,69"
"2727,26,97,66,2,73"
"2728,28,81,92,1,73"
"2729,16,90,100,1,68"
"2730,17,78,66,2,67"
"2731,27,90,86,2,74"
"2732,30,68,59,3,68"
"2733,23,75,87,1,69"
"2734,15,85,72,4,69"
"2735,32,61,80,0,68"
"2736,17,89,62,1,66"
"2737,18,93,93,3,69"
"2738,22,76,59,1,66"
"2739,29,78,96,5,72"
"2740,25,94,53,1,69"
"2741,22,91,64,1,68"
"2742,23,72,78,1,66"
"2743,20,73,93,1,65"
"2744,23,87,79,2,71"
"2745,5,83,61,2,61"
"2746,18,66,93,1,63"
"2747,21,72,80,1,66"
"2748,13,96,62,0,69"
"2749,22,88,78,0,71"
"2750,19,99,84,0,73"
"2751,31,91,84,2,72"
"2752,29,98,86,2,73"
"2753,17,69,95,1,65"
"2754,19,91,91,1,71"
"2755,20,61,80,1,65"
"2756,17,87,52,1,67"
"2757,21,79,87,1,69"
"2758,15,74,99,0,63"
"2759,13,94,65,2,68"
"2760,24,94,80,1,70"
"2761,24,61,88,1,64"
"2762,15,84,82,1,64"
"2763,25,75,96,1,68"
"2764,16,77,74,0,65"
"2765,22,93,77,0,70"
"2766,25,72,52,0,66"
"2767,20,98,95,1,70"
"2768,23,67,63,3,66"
"2769,17,87,99,2,69"
"2770,19,87,60,2,69"
"2771,19,70,63,1,64"
"2772,16,73,74,1,64"
"2773,19,93,83,1,69"
"2774,11,90,72,3,67"
"2775,17,73,68,2,63"
"2776,18,81,77,1,67"
"2777,18,62,98,3,65"
"2778,19,68,98,2,64"
"2779,20,79,66,3,68"
"2780,23,63,84,0,64"
"2781,25,94,86,2,70"
"2782,16,89,83,0,70"
"2783,13,98,56,1,67"
"2784,14,88,77,2,69"
"2785,17,98,88,2,70"
"2786,18,82,60,5,69"
"2787,15,84,67,1,65"
"2788,12,99,60,0,66"
"2789,17,86,94,2,70"
"2790,21,61,93,1,63"
"2791,24,89,58,3,69"
"2792,17,96,88,4,74"
"2793,18,92,68,2,70"
"2794,14,83,84,1,66"
"2795,20,87,75,0,68"
"2796,15,100,74,2,67"
"2797,23,64,94,2,66"
"2798,9,87,82,0,65"
"2799,18,71,62,3,66"
"2800,22,86,56,1,69"
"2801,21,84,97,2,67"
"2802,36,66,58,1,69"
"2803,22,68,87,2,66"
"2804,14,85,75,2,64"
"2805,19,65,57,1,61"
"2806,9,71,89,0,61"
"2807,20,93,95,1,70"
"2808,15,73,56,1,65"
"2809,25,80,53,1,67"
"2810,17,98,92,0,69"
"2811,19,69,75,2,63"
"2812,16,76,84,1,66"
"2813,30,84,72,3,73"
"2814,18,90,71,0,68"
"2815,31,96,65,0,74"
"2816,25,97,78,0,70"
"2817,23,91,58,0,68"
"2818,22,69,86,1,67"
"2819,22,61,77,1,65"
"2820,8,75,92,5,66"
"2821,18,66,96,0,64"
"2822,25,88,95,1,72"
"2823,20,86,80,2,70"
"2824,12,62,66,1,60"
"2825,20,93,68,1,68"
"2826,30,70,83,1,71"
"2827,27,77,86,1,68"
"2828,20,87,58,2,67"
"2829,26,77,100,1,70"
"2830,18,78,55,0,65"
"2831,10,63,80,0,60"
"2832,14,76,77,2,65"
"2833,29,91,80,0,70"
"2834,18,97,77,4,69"
"2835,19,77,53,1,64"
"2836,18,77,100,2,67"
"2837,31,88,99,2,73"
"2838,30,98,76,1,74"
"2839,33,71,60,0,67"
"2840,19,78,59,2,66"
"2841,22,92,53,4,69"
"2842,11,84,81,1,64"
"2843,29,64,74,0,69"
"2844,13,85,71,1,66"
"2845,21,67,76,1,65"
"2846,13,80,94,1,67"
"2847,16,81,54,3,67"
"2848,15,95,77,0,68"
"2849,16,78,85,4,65"
"2850,17,71,99,4,66"
"2851,17,69,87,2,65"
"2852,25,95,77,0,71"
"2853,13,67,88,0,63"
