"Id,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender"
"2796,Medium,Low,No,10,Medium,Yes,Medium,Medium,Public,Negative,5,No,High School,Male"
"2797,Medium,Medium,Yes,8,Low,Yes,Medium,Medium,Private,Positive,5,No,High School,Female"
"2798,High,Medium,No,6,Medium,Yes,Low,Medium,Public,Negative,3,No,College,Female"
"2799,Low,Medium,Yes,8,Medium,Yes,High,High,Public,Positive,2,No,College,Male"
"2800,High,Medium,Yes,7,Medium,Yes,High,Medium,Private,Positive,4,No,High School,Male"
"2801,Low,Medium,No,7,Medium,Yes,Low,Low,Public,Neutral,4,No,High School,Female"
"2802,Low,High,Yes,8,High,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"2803,Medium,Medium,No,4,High,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Female"
"2804,Medium,Medium,No,4,High,Yes,High,Medium,Public,Negative,1,Yes,High School,Female"
"2805,Medium,Medium,No,9,Low,Yes,Medium,Medium,Public,Positive,2,Yes,High School,Female"
"2806,Low,High,Yes,7,Medium,Yes,Low,Medium,Public,Negative,2,No,High School,Male"
"2807,Medium,Medium,Yes,6,Low,Yes,Medium,High,Public,Negative,4,No,College,Male"
"2808,Medium,High,No,5,Medium,Yes,Medium,Medium,Public,Positive,2,No,Postgraduate,Female"
"2809,High,Low,No,7,Medium,Yes,Medium,Medium,Private,Neutral,3,No,College,Male"
"2810,Low,Medium,No,7,Medium,Yes,High,Medium,Private,Positive,0,No,College,Male"
"2811,Medium,Low,Yes,9,Medium,Yes,Medium,Low,Public,Negative,5,No,High School,Female"
"2812,Medium,Medium,No,8,High,Yes,High,High,Public,Neutral,4,No,High School,Male"
"2813,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,2,No,High School,Male"
"2814,High,High,No,8,High,No,Low,Medium,Public,Neutral,3,No,High School,Female"
"2815,High,High,Yes,9,High,Yes,Low,Medium,Private,Positive,2,No,High School,Male"
"2816,Low,Medium,Yes,8,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2817,High,Low,Yes,8,Medium,Yes,Medium,Medium,Public,Positive,2,No,High School,Male"
"2818,High,High,No,7,Low,Yes,High,Medium,Public,Positive,4,Yes,High School,Female"
"2819,High,Medium,No,6,Low,Yes,Medium,Medium,Public,Positive,4,No,Postgraduate,Male"
"2820,Medium,Medium,No,5,Medium,Yes,High,High,Public,Positive,4,No,High School,Male"
"2821,High,Medium,Yes,5,Medium,Yes,Low,Medium,Public,Neutral,5,No,High School,Female"
"2822,Medium,Medium,Yes,8,Low,Yes,High,High,Public,Neutral,4,No,High School,Female"
"2823,Medium,Medium,Yes,8,High,Yes,Medium,Medium,Public,Neutral,2,No,College,Male"
"2824,Medium,Medium,Yes,9,Medium,Yes,Low,Medium,Private,Neutral,2,No,College,Female"
"2825,Medium,Medium,Yes,8,Medium,Yes,Low,Low,Public,Neutral,3,No,High School,Male"
"2826,Medium,High,Yes,9,Medium,Yes,High,Medium,Private,Neutral,2,No,Postgraduate,Female"
"2827,Medium,Medium,Yes,7,Low,Yes,High,Medium,Public,Neutral,3,No,High School,Male"
"2828,High,Medium,Yes,8,Low,Yes,Low,Medium,Public,Negative,2,Yes,Postgraduate,Male"
"2829,Medium,Medium,Yes,5,Low,Yes,Low,High,Private,Positive,5,No,High School,Female"
"2830,Medium,High,No,7,High,Yes,High,Medium,Public,Negative,3,No,High School,Male"
"2831,Medium,Medium,No,4,Medium,Yes,Low,Medium,Public,Positive,3,No,College,Male"
"2832,High,Low,No,7,Low,No,High,Medium,Public,Positive,4,No,College,Male"
"2833,Medium,Medium,No,9,Low,Yes,Low,High,Public,Negative,4,No,High School,Female"
"2834,Low,Low,Yes,7,Medium,Yes,Low,Low,Private,Neutral,4,No,Postgraduate,Male"
"2835,High,Low,No,8,Medium,Yes,Low,Medium,Private,Positive,3,No,High School,Male"
"2836,Low,Medium,No,7,Medium,Yes,High,High,Private,Positive,3,Yes,High School,Male"
"2837,Low,Medium,Yes,6,Low,Yes,High,Low,Public,Negative,3,No,Postgraduate,Male"
"2838,Medium,High,No,7,High,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"2839,Medium,Low,Yes,9,Medium,Yes,Medium,Medium,Public,Positive,4,Yes,High School,Male"
"2840,Low,High,Yes,8,Medium,Yes,High,Medium,Public,Positive,1,No,High School,Male"
"2841,Medium,Medium,No,6,Medium,Yes,High,Medium,Public,Neutral,4,Yes,High School,Male"
"2842,High,Medium,No,5,Low,Yes,Low,Medium,Private,Negative,3,No,High School,Female"
"2843,Medium,High,Yes,7,Medium,Yes,High,Medium,Public,Positive,2,No,Postgraduate,Female"
"2844,Low,High,Yes,6,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"2845,High,Medium,Yes,7,Medium,Yes,Medium,High,Private,Neutral,2,Yes,High School,Male"
"2846,Medium,Medium,Yes,5,High,Yes,Medium,Medium,Private,Positive,3,No,High School,Female"
"2847,Medium,High,No,9,Medium,Yes,Medium,High,Public,Negative,3,No,Postgraduate,Male"
"2848,Medium,Medium,No,7,High,Yes,Low,Medium,Private,Neutral,3,No,High School,Female"
"2849,Medium,Low,No,7,Medium,Yes,Medium,Medium,Public,Neutral,2,Yes,High School,Male"
"2850,Medium,Low,Yes,6,Low,Yes,Medium,Medium,Public,Positive,3,Yes,Postgraduate,Male"
"2851,High,Medium,Yes,7,Low,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"2852,Medium,Medium,Yes,7,High,No,Low,High,Public,Neutral,3,No,Postgraduate,Male"
"2853,Medium,High,Yes,6,Medium,Yes,Low,Medium,Public,Neutral,3,No,College,Female"
"2854,High,Low,Yes,7,Low,Yes,High,High,Public,Positive,4,No,College,Female"
"2855,High,High,Yes,9,High,Yes,High,Low,Public,Positive,2,No,College,Female"
"2856,Low,Medium,Yes,4,High,Yes,Low,Medium,Public,Neutral,4,No,College,Female"
"2857,High,Medium,Yes,7,High,Yes,High,High,Public,Positive,2,No,High School,Male"
"2858,Medium,Low,Yes,6,Medium,No,High,Medium,Public,Neutral,2,No,High School,Male"
"2859,Medium,High,Yes,9,Low,Yes,High,Medium,Private,Negative,3,No,College,Female"
"2860,Medium,Medium,No,7,Low,No,Low,High,Private,Neutral,2,No,Postgraduate,Male"
"2861,Medium,Medium,Yes,5,Medium,Yes,Medium,Low,Public,Positive,3,No,High School,Female"
"2862,Low,High,No,7,Medium,Yes,Low,High,Public,Neutral,2,No,Postgraduate,Male"
"2863,Medium,High,No,8,Low,Yes,Medium,Low,Public,Positive,3,No,High School,Male"
"2864,Medium,Medium,No,10,Medium,Yes,High,Medium,Public,Negative,4,No,High School,Female"
"2865,Low,High,Yes,4,Medium,Yes,Low,Medium,Public,Positive,4,No,Postgraduate,Male"
"2866,Medium,High,Yes,5,Medium,Yes,Medium,Medium,Private,Negative,0,No,Postgraduate,Male"
"2867,High,Low,Yes,9,Medium,Yes,Medium,High,Public,Positive,2,No,Postgraduate,Male"
"2868,High,Medium,No,5,Low,No,Low,Medium,Public,Negative,3,Yes,High School,Female"
"2869,Medium,Medium,No,7,Medium,Yes,Low,Medium,Private,Positive,2,No,Postgraduate,Male"
"2870,High,Medium,Yes,6,Medium,Yes,Medium,High,Private,Neutral,4,No,High School,Male"
"2871,Medium,High,Yes,6,Low,Yes,High,High,Public,Neutral,1,No,High School,Male"
"2872,Low,Medium,Yes,7,High,Yes,Medium,Medium,Public,Positive,4,No,High School,Male"
"2873,Medium,High,Yes,7,Low,Yes,Low,Medium,Private,Negative,4,Yes,High School,Male"
"2874,Low,High,No,9,Medium,Yes,Low,Medium,Public,Negative,3,No,Postgraduate,Male"
"2875,High,Medium,Yes,9,Medium,Yes,High,High,Public,Neutral,3,No,College,Female"
"2876,High,High,Yes,8,Medium,Yes,Medium,Medium,Private,Negative,3,No,College,Female"
"2877,Medium,High,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"2878,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,2,No,College,Female"
"2879,Medium,High,Yes,8,Medium,Yes,Low,Medium,Public,Negative,3,No,High School,Male"
"2880,Medium,High,Yes,9,High,Yes,High,Medium,Private,Positive,4,No,High School,Male"
"2881,High,Low,Yes,8,High,Yes,Low,Medium,Public,Negative,2,Yes,College,Male"
"2882,Medium,High,No,9,High,Yes,Low,Low,Public,Neutral,4,Yes,High School,Male"
"2883,Low,Low,Yes,6,Medium,Yes,Medium,High,Public,Neutral,4,No,College,Male"
"2884,High,Medium,Yes,9,Medium,Yes,Medium,High,Private,Neutral,3,No,College,Male"
"2885,Low,High,No,8,Low,Yes,Low,High,Public,Neutral,3,No,Postgraduate,Female"
"2886,High,High,Yes,6,Low,Yes,Low,High,Public,Positive,2,No,Postgraduate,Male"
"2887,Medium,High,Yes,7,Low,Yes,Low,Low,Private,Negative,2,No,College,Female"
"2888,Medium,Medium,Yes,7,Medium,Yes,Medium,High,Public,Negative,3,No,College,Male"
"2889,Low,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,2,No,College,Male"
"2890,Medium,Medium,Yes,7,Low,Yes,Low,Medium,Public,Positive,1,No,Postgraduate,Male"
"2891,High,Medium,Yes,5,High,Yes,Low,Medium,Public,Neutral,3,No,College,Male"
"2892,Medium,Medium,Yes,6,Medium,Yes,High,Medium,Private,Neutral,1,No,High School,Female"
"2893,High,High,No,7,Low,No,Medium,Medium,Public,Positive,3,No,College,Female"
"2894,Medium,Medium,Yes,6,Low,Yes,Medium,Low,Public,Negative,4,Yes,High School,Male"
"2895,High,Medium,No,6,Low,Yes,Medium,High,Public,Neutral,3,No,High School,Female"
"2896,High,Low,No,9,Low,Yes,Medium,High,Private,Negative,2,No,High School,Female"
"2897,Medium,Medium,No,7,High,Yes,Medium,High,Private,Neutral,2,No,High School,Female"
"2898,Medium,Low,No,10,Medium,Yes,High,Medium,Private,Positive,2,No,High School,Male"
"2899,High,Medium,Yes,7,Low,No,Low,High,Public,Neutral,4,Yes,College,Female"
"2900,Medium,Medium,Yes,9,Low,Yes,Low,Medium,Private,Negative,2,No,College,Male"
"2901,High,Low,No,7,Medium,Yes,Low,High,Private,Positive,2,No,High School,Female"
"2902,Medium,Medium,Yes,6,High,Yes,Medium,High,Public,Positive,3,No,High School,Male"
"2903,High,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,5,No,High School,Male"
"2904,Low,Medium,Yes,9,Medium,Yes,Medium,Medium,Public,Positive,3,No,,Male"
"2905,High,Medium,Yes,7,High,Yes,High,Medium,Private,Neutral,3,Yes,High School,Male"
"2906,Medium,High,Yes,8,Medium,Yes,Medium,High,Public,Neutral,2,No,College,Female"
"2907,High,Low,Yes,7,High,Yes,Low,Low,Public,Negative,2,No,College,Male"
"2908,Medium,High,No,7,Low,Yes,Medium,High,Private,Neutral,4,No,High School,Male"
"2909,Medium,High,Yes,7,Medium,Yes,Low,Medium,Public,Neutral,4,Yes,High School,Female"
"2910,High,Low,No,6,Low,Yes,Medium,High,Public,Positive,1,Yes,High School,Male"
"2911,High,Medium,Yes,7,Medium,Yes,Low,Low,Private,Positive,3,No,College,Male"
"2912,High,High,Yes,8,Medium,No,Medium,Medium,Private,Positive,1,No,Postgraduate,Male"
"2913,Medium,Medium,Yes,7,Medium,Yes,High,Medium,Public,Neutral,4,No,High School,Male"
"2914,Medium,Low,No,7,Low,Yes,Low,High,Public,Positive,3,No,High School,Male"
"2915,Medium,Medium,No,8,Medium,Yes,Low,Medium,Public,Neutral,2,Yes,,Male"
"2916,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Neutral,1,No,College,Female"
"2917,Low,High,Yes,7,High,Yes,Medium,Medium,Private,Negative,4,No,High School,Female"
"2918,Medium,High,No,8,Medium,Yes,Medium,High,Public,Positive,2,No,College,Male"
"2919,High,Low,No,7,Medium,Yes,Low,Medium,Private,Positive,2,No,High School,Male"
"2920,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Positive,1,No,High School,Male"
"2921,High,Medium,Yes,8,Low,Yes,High,High,Private,Negative,3,No,High School,Female"
"2922,Medium,High,No,7,Medium,Yes,High,High,Public,Neutral,3,No,Postgraduate,Male"
"2923,High,Medium,Yes,7,Medium,Yes,High,High,Public,Negative,1,No,College,Female"
"2924,Medium,High,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,4,No,,Male"
"2925,High,Medium,Yes,7,High,Yes,Medium,Medium,Public,Positive,3,Yes,College,Female"
"2926,Medium,High,No,5,Medium,Yes,Low,High,Public,Neutral,2,No,Postgraduate,Male"
"2927,High,Medium,Yes,7,Low,Yes,Medium,Low,Public,Positive,3,No,Postgraduate,Female"
"2928,Medium,High,No,10,Medium,Yes,High,Medium,Public,Negative,5,No,High School,Male"
"2929,Medium,Medium,No,6,Low,Yes,Low,High,Public,Neutral,3,No,Postgraduate,Female"
"2930,Low,High,Yes,6,Medium,Yes,Low,Medium,Private,Neutral,1,No,Postgraduate,Male"
"2931,Medium,Medium,Yes,10,Low,Yes,Medium,Medium,Public,Positive,2,No,College,Male"
"2932,High,Medium,No,6,Medium,Yes,Medium,Medium,Public,Positive,3,Yes,High School,Male"
"2933,Low,Medium,Yes,9,Medium,Yes,High,Medium,Public,Neutral,3,No,College,Female"
"2934,High,Low,Yes,7,Low,Yes,Medium,Medium,Public,Neutral,3,No,College,Female"
"2935,Low,Medium,No,7,Medium,Yes,Medium,Medium,Public,Negative,4,No,Postgraduate,Male"
"2936,High,Medium,No,7,Low,Yes,Low,High,Private,Positive,4,Yes,High School,Male"
"2937,High,Low,Yes,8,High,Yes,Medium,Medium,Public,Negative,3,No,College,Male"
"2938,Medium,Low,Yes,5,High,Yes,High,Medium,Public,Positive,6,No,College,Female"
"2939,Low,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Positive,2,No,High School,Female"
"2940,Medium,Medium,No,6,Medium,Yes,Medium,High,Public,Positive,2,No,High School,Female"
"2941,Low,Medium,No,4,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"2942,Medium,Medium,Yes,9,Medium,No,Medium,High,Public,Positive,4,No,High School,Female"
"2943,Medium,Low,No,4,Low,Yes,Low,Medium,Public,Positive,3,No,High School,Female"
"2944,Medium,Low,No,10,Medium,Yes,Low,Medium,Public,Positive,2,No,High School,Female"
"2945,Low,High,Yes,8,Medium,Yes,Medium,High,Public,Negative,3,No,High School,Male"
"2946,Low,Low,No,5,High,Yes,Low,Medium,Private,Neutral,2,No,High School,Female"
"2947,Low,Medium,Yes,9,High,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"2948,Medium,Medium,No,6,Low,Yes,Low,Medium,Private,Positive,2,No,College,Male"
"2949,Medium,High,Yes,6,Medium,Yes,Low,Medium,Public,Negative,3,No,High School,Male"
"2950,Medium,Low,No,4,Medium,Yes,High,Low,Private,Neutral,6,No,College,Male"
"2951,Medium,High,Yes,6,High,Yes,Medium,High,Public,Neutral,1,No,,Male"
"2952,High,Medium,Yes,6,Medium,Yes,Low,Medium,Public,Negative,3,No,High School,Male"
"2953,Medium,Low,Yes,8,Medium,Yes,Medium,Low,Public,Neutral,3,No,High School,Male"
"2954,High,Medium,No,9,Medium,No,Low,Medium,Private,Positive,2,No,Postgraduate,Female"
"2955,Medium,Medium,Yes,5,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Male"
"2956,Low,Medium,No,7,High,Yes,Low,Medium,Public,Positive,2,No,High School,Male"
"2957,Medium,Medium,Yes,4,Low,Yes,Low,Medium,Public,Positive,4,No,Postgraduate,Male"
"2958,Medium,High,No,7,Low,Yes,High,Medium,Public,Positive,4,No,High School,Female"
"2959,High,Medium,Yes,10,Medium,Yes,Low,High,Public,Neutral,3,No,High School,Female"
"2960,Medium,Medium,Yes,4,Low,No,Low,High,Public,Neutral,4,No,College,Male"
"2961,High,High,Yes,5,Medium,Yes,Medium,Medium,Public,Neutral,4,No,Postgraduate,Female"
"2962,Medium,High,Yes,8,Low,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"2963,Medium,Low,No,8,Medium,Yes,Medium,High,Private,Positive,4,No,High School,Female"
"2964,Low,High,No,6,Low,Yes,High,Medium,Public,Positive,2,No,College,Male"
"2965,Low,Medium,Yes,9,Low,Yes,Low,Medium,Public,Negative,2,No,College,Male"
"2966,Medium,Low,No,6,Medium,Yes,Medium,Medium,Private,Positive,1,Yes,College,Male"
"2967,Medium,Medium,Yes,10,High,Yes,Medium,Medium,Public,Neutral,3,Yes,High School,Male"
"2968,High,Low,Yes,8,Medium,Yes,Low,Medium,Public,Neutral,4,No,College,Male"
"2969,High,Medium,Yes,9,Low,Yes,Medium,Medium,Public,Positive,3,No,High School,Female"
"2970,Medium,Medium,Yes,8,Medium,Yes,Medium,Medium,Public,Positive,2,No,College,Female"
"2971,Medium,Medium,No,8,High,Yes,Medium,Medium,Public,Positive,4,No,High School,Male"
"2972,Low,Medium,No,8,Medium,Yes,Medium,High,Public,Positive,4,No,College,Male"
"2973,Medium,High,Yes,9,Medium,Yes,Medium,Medium,Public,Positive,3,No,Postgraduate,Male"
"2974,High,Medium,Yes,7,High,Yes,Medium,Medium,Private,Neutral,3,No,College,Male"
"2975,Medium,Medium,No,6,Low,Yes,Low,Medium,Public,Neutral,2,No,College,Female"
"2976,High,High,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,2,No,High School,Male"
"2977,High,High,Yes,6,Low,Yes,Medium,High,Private,Negative,3,No,College,Female"
"2978,Medium,High,Yes,6,High,Yes,High,High,Public,Negative,5,No,Postgraduate,Male"
"2979,Low,Low,No,9,Low,Yes,Medium,Low,Public,Positive,4,No,Postgraduate,Male"
"2980,Medium,Medium,No,8,High,Yes,High,High,Public,Neutral,1,No,College,Male"
"2981,Low,Medium,No,8,Medium,Yes,Medium,Medium,Private,Positive,4,No,Postgraduate,Male"
"2982,Medium,Medium,Yes,9,Low,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"2983,High,Low,No,8,Medium,Yes,Medium,Medium,Private,Positive,3,No,College,Female"
"2984,Medium,Medium,Yes,10,High,Yes,Medium,Low,Public,Neutral,2,No,High School,Male"
"2985,High,High,No,4,Low,Yes,Low,High,Public,Neutral,2,No,Postgraduate,Male"
"2986,High,Medium,Yes,6,High,Yes,Medium,Medium,Public,Positive,5,No,College,Female"
"2987,High,Medium,Yes,6,Medium,Yes,High,Medium,Public,Neutral,4,No,Postgraduate,Male"
"2988,Medium,Low,No,5,Low,Yes,High,,Private,Positive,2,No,High School,Female"
"2989,High,High,No,7,Low,Yes,Medium,Low,Private,Positive,2,No,High School,Male"
"2990,Medium,Medium,No,7,High,Yes,Medium,Medium,Private,Neutral,2,No,High School,Male"
"2991,Medium,Low,Yes,10,High,Yes,Low,Medium,Public,Negative,4,No,Postgraduate,Female"
"2992,High,High,No,8,High,Yes,Low,Medium,Public,Neutral,3,No,College,Female"
"2993,High,High,No,6,Medium,Yes,Medium,Medium,Private,Neutral,2,No,High School,Male"
"2994,Medium,High,No,8,High,Yes,Medium,Medium,Public,Neutral,3,No,High School,Male"
"2995,High,High,No,4,Medium,Yes,Medium,Medium,Public,Negative,3,No,High School,Female"
"2996,Medium,Medium,Yes,7,Low,No,Medium,Medium,Public,Negative,3,No,High School,Male"
"2997,Medium,High,Yes,7,Medium,Yes,Medium,Medium,Public,Negative,2,No,High School,Male"
"2998,Low,Medium,No,6,High,Yes,High,Medium,Private,Negative,3,No,High School,Female"
"2999,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Positive,3,No,College,Female"
"3000,Medium,Low,Yes,6,Medium,Yes,High,Medium,Public,Positive,3,No,High School,Female"
"3001,Medium,Low,Yes,6,Medium,Yes,Low,High,Private,Neutral,2,No,High School,Female"
"3002,Medium,Medium,No,8,Medium,Yes,High,High,Public,Negative,4,No,Postgraduate,Female"
"3003,Low,Low,Yes,9,Low,Yes,Low,High,Public,Positive,3,No,High School,Female"
"3004,Low,Medium,Yes,8,Low,Yes,Medium,Medium,Public,Positive,4,No,Postgraduate,Female"
"3005,Medium,Medium,Yes,6,Low,Yes,Low,Medium,Public,Positive,4,No,College,Male"
"3006,Medium,Medium,Yes,6,Low,Yes,Low,Medium,Public,Negative,2,Yes,High School,Male"
"3007,Medium,Low,Yes,6,Medium,Yes,Low,High,Public,Neutral,3,No,High School,Female"
"3008,Medium,Low,Yes,7,Low,Yes,Medium,Low,Private,Neutral,3,Yes,College,Female"
"3009,Medium,Medium,No,6,Medium,Yes,Medium,Low,Public,Positive,4,No,Postgraduate,Male"
"3010,Low,Medium,Yes,9,Medium,Yes,Low,Medium,Private,Neutral,2,No,College,Male"
"3011,Medium,Low,No,7,Medium,Yes,Medium,Low,Public,Positive,4,No,College,Female"
"3012,High,Medium,No,8,Low,Yes,Low,Medium,Public,Positive,2,No,Postgraduate,Male"
"3013,Medium,High,Yes,5,Medium,Yes,High,Medium,Public,Negative,2,No,College,Male"
"3014,Medium,Low,Yes,6,Medium,Yes,Medium,Low,Public,Neutral,2,No,High School,Female"
"3015,Low,Medium,No,8,Medium,Yes,Low,High,Public,Neutral,2,No,High School,Female"
"3016,Medium,Medium,Yes,8,Medium,No,Medium,Medium,Public,Negative,2,No,College,Female"
"3017,Medium,High,Yes,5,Medium,Yes,High,Medium,Public,Neutral,4,No,Postgraduate,Female"
"3018,High,Low,Yes,7,Low,Yes,Medium,High,Public,Positive,5,No,High School,Male"
"3019,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Private,Negative,5,Yes,College,Female"
"3020,Medium,High,Yes,6,Low,Yes,Low,Medium,Public,Positive,3,Yes,High School,Male"
"3021,Medium,Medium,Yes,8,Medium,Yes,Low,Low,Public,Negative,4,No,Postgraduate,Female"
"3022,Low,Medium,Yes,5,Medium,Yes,Medium,High,Private,Neutral,4,No,High School,Male"
"3023,High,Low,No,6,Medium,Yes,Medium,High,Public,Neutral,2,Yes,High School,Male"
"3024,Medium,High,No,8,Medium,Yes,Low,Medium,Public,Positive,3,No,High School,Male"
"3025,Low,High,Yes,7,Medium,Yes,Low,High,Private,Neutral,4,Yes,High School,Male"
"3026,Medium,Medium,Yes,7,Medium,Yes,Medium,Medium,Public,Positive,3,No,College,Female"
"3027,Medium,Low,No,7,Medium,Yes,High,Medium,Public,Negative,3,No,Postgraduate,Female"
"3028,Low,Low,Yes,8,High,Yes,Low,Medium,Public,Positive,2,No,High School,Female"
"3029,Medium,Medium,Yes,8,Low,Yes,Medium,Medium,Private,Neutral,4,No,College,Female"
"3030,Medium,Medium,No,8,Medium,Yes,High,Medium,Private,Neutral,3,No,High School,Male"
"3031,Medium,Medium,No,7,Medium,Yes,Low,Medium,Public,Negative,3,No,College,Female"
"3032,Low,Medium,Yes,6,High,Yes,High,High,Public,Negative,3,No,College,Female"
"3033,High,High,Yes,6,Medium,Yes,Low,High,Public,Neutral,1,No,Postgraduate,Female"
"3034,Low,Medium,Yes,5,Medium,Yes,High,High,Public,Positive,4,No,Postgraduate,Male"
"3035,Medium,Medium,Yes,6,Low,No,Medium,High,Public,Positive,3,Yes,High School,Female"
"3036,High,High,Yes,6,Medium,No,Medium,Low,Public,Neutral,3,No,Postgraduate,Female"
"3037,Low,Medium,Yes,9,Medium,Yes,Low,Medium,Public,Negative,4,Yes,High School,Male"
"3038,Low,High,Yes,5,High,Yes,Low,Medium,Private,Positive,2,No,High School,Female"
"3039,Low,Low,Yes,9,Low,Yes,High,High,Public,Positive,3,No,High School,Female"
"3040,Medium,High,Yes,7,Low,Yes,High,Medium,Public,Positive,3,Yes,High School,Male"
"3041,Low,High,No,7,Medium,Yes,Low,Low,Private,Neutral,4,No,High School,Female"
"3042,Medium,Medium,No,8,Medium,Yes,Low,High,Public,Positive,3,Yes,College,Female"
"3043,Medium,Medium,No,5,Low,No,Low,Medium,Private,Neutral,5,No,College,Female"
"3044,Medium,Low,Yes,6,Low,Yes,High,Medium,Public,Neutral,1,No,High School,Male"
"3045,Low,Medium,Yes,5,High,Yes,High,Medium,Private,Negative,3,No,College,Female"
"3046,High,Medium,No,6,Medium,Yes,Low,Medium,Public,Neutral,3,No,High School,Male"
"3047,Low,Low,No,6,Low,Yes,Low,Medium,Public,Positive,4,No,Postgraduate,Male"
"3048,Medium,High,No,9,Low,Yes,High,Medium,Public,Neutral,3,Yes,High School,Female"
"3049,Low,High,Yes,6,Low,Yes,Low,Medium,Public,Negative,4,No,High School,Female"
"3050,Low,High,No,4,Medium,Yes,High,High,Private,Neutral,2,No,High School,Female"
"3051,Medium,Medium,No,6,High,Yes,Low,Medium,Public,Positive,3,No,College,Male"
"3052,Medium,Medium,Yes,8,High,Yes,Low,Medium,Private,Positive,5,Yes,Postgraduate,Male"
"3053,Medium,High,Yes,9,Medium,Yes,Low,Medium,Public,Negative,2,No,College,Female"
"3054,Medium,Medium,Yes,7,Medium,Yes,Medium,Low,Public,Neutral,2,No,High School,Male"
"3055,High,Medium,No,6,Medium,Yes,Low,Medium,Public,Negative,4,No,Postgraduate,Female"
"3056,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Public,Negative,5,No,College,Female"
"3057,Medium,Medium,No,8,Medium,Yes,Medium,Medium,Public,Neutral,3,No,Postgraduate,Female"
"3058,Medium,Low,Yes,5,Low,Yes,Medium,High,Public,Negative,3,No,High School,Male"
"3059,Low,Low,No,7,Low,Yes,High,Medium,Public,Positive,2,No,High School,Female"
"3060,Medium,Medium,Yes,7,Medium,Yes,Medium,High,Public,Positive,2,No,High School,Female"
"3061,Medium,Medium,Yes,7,High,Yes,Low,High,Public,Positive,3,No,Postgraduate,Male"
"3062,Medium,High,No,7,Medium,Yes,Low,Medium,Private,Positive,4,No,High School,Male"
"3063,Medium,Medium,No,6,Low,Yes,Medium,Medium,Public,Positive,1,No,College,Male"
"3064,High,Medium,No,8,Low,No,High,Medium,Private,Neutral,4,No,High School,Male"
"3065,High,Medium,Yes,7,Medium,Yes,High,High,Private,Neutral,5,No,College,Female"
"3066,Medium,Medium,Yes,7,Medium,Yes,Low,Medium,Private,Neutral,4,No,Postgraduate,Female"
"3067,High,Low,Yes,5,High,Yes,Medium,Medium,Public,Neutral,2,No,High School,Female"
"3068,High,Low,Yes,8,Medium,Yes,Low,High,Public,Positive,2,No,High School,Male"
"3069,High,Medium,Yes,6,High,No,Medium,Medium,Public,Negative,3,No,High School,Female"
"3070,Medium,Low,Yes,9,Medium,Yes,Low,Low,Public,Positive,4,No,High School,Male"
"3071,High,Medium,No,5,High,Yes,High,Medium,Public,Positive,3,No,Postgraduate,Female"
"3072,Medium,High,Yes,8,Medium,Yes,Low,Medium,Private,Positive,3,No,Postgraduate,Female"
"3073,Medium,Medium,No,4,Low,Yes,Low,Medium,Public,Neutral,3,No,College,Female"
"3074,High,Low,No,4,Medium,Yes,Low,Low,Private,Positive,4,No,High School,Female"
"3075,High,High,Yes,6,Medium,Yes,Medium,High,Public,Neutral,1,No,High School,Female"
"3076,Medium,Medium,No,4,Medium,Yes,Low,Low,Public,Positive,3,No,High School,Female"
"3077,High,Low,Yes,8,Medium,Yes,Low,Medium,Public,Negative,3,No,Postgraduate,Female"
"3078,Medium,Low,No,7,Medium,Yes,Medium,Medium,Public,Neutral,2,No,High School,Male"
"3079,Medium,Medium,No,9,Low,Yes,High,High,Private,Negative,4,No,Postgraduate,Female"
"3080,Medium,Medium,No,7,Medium,Yes,Medium,Medium,Public,Neutral,3,No,High School,Female"
"3081,High,Low,No,7,Medium,Yes,Low,Medium,Public,Neutral,4,No,High School,Male"
