"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Gender"
"3021,27,65,57,8,2,4,65,Medium,Medium,Yes,Medium,Yes,Low,Low,Public,Negative,No,Postgraduate,Female"
"3022,17,77,59,5,2,4,65,Low,Medium,Yes,Medium,Yes,Medium,High,Private,Neutral,No,High School,Male"
"3023,18,63,94,6,2,2,63,High,Low,No,Medium,Yes,Medium,High,Public,Neutral,Yes,High School,Male"
"3024,27,64,67,8,0,3,65,Medium,High,No,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"3025,9,77,83,7,1,4,62,Low,High,Yes,Medium,Yes,Low,High,Private,Neutral,Yes,High School,Male"
"3026,18,72,93,7,1,3,66,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Female"
"3027,21,97,99,7,1,3,71,Medium,Low,No,Medium,Yes,High,Medium,Public,Negative,No,Postgraduate,Female"
"3028,23,75,61,8,2,2,64,Low,Low,Yes,High,Yes,Low,Medium,Public,Positive,No,High School,Female"
"3029,17,90,56,8,0,4,67,Medium,Medium,Yes,Low,Yes,Medium,Medium,Private,Neutral,No,College,Female"
"3030,20,81,87,8,1,3,68,Medium,Medium,No,Medium,Yes,High,Medium,Private,Neutral,No,High School,Male"
"3031,5,88,59,7,3,3,63,Medium,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,College,Female"
"3032,16,70,79,6,0,3,64,Low,Medium,Yes,High,Yes,High,High,Public,Negative,No,College,Female"
"3033,23,98,77,6,1,1,74,High,High,Yes,Medium,Yes,Low,High,Public,Neutral,No,Postgraduate,Female"
"3034,14,81,78,5,2,4,68,Low,Medium,Yes,Medium,Yes,High,High,Public,Positive,No,Postgraduate,Male"
"3035,20,93,82,6,1,3,68,Medium,Medium,Yes,Low,No,Medium,High,Public,Positive,Yes,High School,Female"
"3036,23,75,93,6,2,3,69,High,High,Yes,Medium,No,Medium,Low,Public,Neutral,No,Postgraduate,Female"
"3037,18,64,64,9,4,4,61,Low,Medium,Yes,Medium,Yes,Low,Medium,Public,Negative,Yes,High School,Male"
"3038,21,87,78,5,1,2,69,Low,High,Yes,High,Yes,Low,Medium,Private,Positive,No,High School,Female"
"3039,14,60,67,9,3,3,61,Low,Low,Yes,Low,Yes,High,High,Public,Positive,No,High School,Female"
"3040,19,79,66,7,3,3,67,Medium,High,Yes,Low,Yes,High,Medium,Public,Positive,Yes,High School,Male"
"3041,24,68,51,7,0,4,63,Low,High,No,Medium,Yes,Low,Low,Private,Neutral,No,High School,Female"
"3042,21,85,80,8,3,3,68,Medium,Medium,No,Medium,Yes,Low,High,Public,Positive,Yes,College,Female"
"3043,16,99,99,5,0,5,68,Medium,Medium,No,Low,No,Low,Medium,Private,Neutral,No,College,Female"
"3044,21,79,88,6,2,1,67,Medium,Low,Yes,Low,Yes,High,Medium,Public,Neutral,No,High School,Male"
"3045,24,93,62,5,1,3,69,Low,Medium,Yes,High,Yes,High,Medium,Private,Negative,No,College,Female"
"3046,8,80,86,6,2,3,64,High,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3047,27,80,65,6,1,4,67,Low,Low,No,Low,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"3048,18,97,88,9,1,3,70,Medium,High,No,Low,Yes,High,Medium,Public,Neutral,Yes,High School,Female"
"3049,23,96,93,6,5,4,72,Low,High,Yes,Low,Yes,Low,Medium,Public,Negative,No,High School,Female"
"3050,27,91,67,4,1,2,71,Low,High,No,Medium,Yes,High,High,Private,Neutral,No,High School,Female"
"3051,12,72,50,6,1,3,62,Medium,Medium,No,High,Yes,Low,Medium,Public,Positive,No,College,Male"
"3052,16,82,65,8,2,5,67,Medium,Medium,Yes,High,Yes,Low,Medium,Private,Positive,Yes,Postgraduate,Male"
"3053,18,69,60,9,3,2,64,Medium,High,Yes,Medium,Yes,Low,Medium,Public,Negative,No,College,Female"
"3054,15,78,81,7,0,2,64,Medium,Medium,Yes,Medium,Yes,Medium,Low,Public,Neutral,No,High School,Male"
"3055,30,79,65,6,1,4,70,High,Medium,No,Medium,Yes,Low,Medium,Public,Negative,No,Postgraduate,Female"
"3056,15,93,52,7,3,5,68,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Negative,No,College,Female"
"3057,17,96,77,8,1,3,70,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Female"
"3058,21,77,94,5,1,3,65,Medium,Low,Yes,Low,Yes,Medium,High,Public,Negative,No,High School,Male"
"3059,13,61,73,7,2,2,59,Low,Low,No,Low,Yes,High,Medium,Public,Positive,No,High School,Female"
"3060,18,94,69,7,1,2,69,Medium,Medium,Yes,Medium,Yes,Medium,High,Public,Positive,No,High School,Female"
"3061,22,67,59,7,2,3,67,Medium,Medium,Yes,High,Yes,Low,High,Public,Positive,No,Postgraduate,Male"
"3062,18,85,69,7,2,4,68,Medium,High,No,Medium,Yes,Low,Medium,Private,Positive,No,High School,Male"
"3063,19,61,67,6,1,1,62,Medium,Medium,No,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3064,17,76,100,8,0,4,65,High,Medium,No,Low,No,High,Medium,Private,Neutral,No,High School,Male"
"3065,11,99,52,7,0,5,69,High,Medium,Yes,Medium,Yes,High,High,Private,Neutral,No,College,Female"
"3066,22,64,62,7,3,4,65,Medium,Medium,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Female"
"3067,31,77,53,5,1,2,68,High,Low,Yes,High,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"3068,20,72,93,8,4,2,68,High,Low,Yes,Medium,Yes,Low,High,Public,Positive,No,High School,Male"
"3069,21,96,71,6,3,3,71,High,Medium,Yes,High,No,Medium,Medium,Public,Negative,No,High School,Female"
"3070,24,95,90,9,3,4,71,Medium,Low,Yes,Medium,Yes,Low,Low,Public,Positive,No,High School,Male"
"3071,12,70,85,5,1,3,66,High,Medium,No,High,Yes,High,Medium,Public,Positive,No,Postgraduate,Female"
"3072,30,63,96,8,4,3,71,Medium,High,Yes,Medium,Yes,Low,Medium,Private,Positive,No,Postgraduate,Female"
"3073,21,85,51,4,2,3,66,Medium,Medium,No,Low,Yes,Low,Medium,Public,Neutral,No,College,Female"
"3074,30,73,60,4,0,4,66,High,Low,No,Medium,Yes,Low,Low,Private,Positive,No,High School,Female"
"3075,16,87,85,6,2,1,69,High,High,Yes,Medium,Yes,Medium,High,Public,Neutral,No,High School,Female"
"3076,31,61,79,4,0,3,65,Medium,Medium,No,Medium,Yes,Low,Low,Public,Positive,No,High School,Female"
"3077,25,65,85,8,2,3,66,High,Low,Yes,Medium,Yes,Low,Medium,Public,Negative,No,Postgraduate,Female"
"3078,23,87,79,7,2,2,67,Medium,Low,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3079,21,68,79,9,1,4,66,Medium,Medium,No,Low,Yes,High,High,Private,Negative,No,Postgraduate,Female"
"3080,19,94,97,7,0,3,69,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"3081,27,62,96,7,2,4,66,High,Low,No,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3082,21,69,52,7,0,3,64,High,Medium,Yes,Low,Yes,Low,Medium,Public,Negative,No,Postgraduate,Male"
"3083,8,100,71,6,0,2,70,High,High,Yes,Medium,Yes,Low,High,Public,Positive,No,Postgraduate,Female"
"3084,13,77,76,6,1,4,62,Low,Medium,Yes,Low,No,Medium,Low,Private,Neutral,No,College,Male"
"3085,19,88,68,5,1,5,67,Low,Medium,Yes,High,Yes,Low,Low,Public,Positive,No,High School,Male"
"3086,22,67,52,8,1,2,60,Low,Medium,No,Medium,Yes,Medium,Low,Public,Negative,Yes,College,Female"
"3087,20,84,74,7,1,3,66,Low,Low,No,Low,Yes,High,Medium,Public,Neutral,No,Postgraduate,Female"
"3088,27,89,99,7,0,2,72,Medium,Medium,Yes,Medium,Yes,Medium,High,Public,Positive,No,High School,Female"
"3089,8,73,54,10,2,3,63,Medium,High,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"3090,21,93,91,6,1,3,69,Low,Low,Yes,Low,Yes,High,Medium,Public,Negative,No,Postgraduate,Male"
"3091,9,84,60,7,1,3,66,High,High,Yes,High,Yes,Low,Medium,Private,Positive,No,College,Male"
"3092,25,76,79,7,2,2,69,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3093,19,82,69,9,2,3,68,High,Medium,No,Low,Yes,Medium,Medium,Private,Neutral,No,College,Male"
"3094,23,83,67,7,3,4,66,Medium,Low,No,Medium,Yes,Low,Low,Public,Negative,No,High School,Female"
"3095,15,67,94,7,0,2,63,Medium,Medium,Yes,Low,Yes,High,Low,Private,Positive,No,Postgraduate,Male"
"3096,28,76,99,10,1,3,70,Medium,Medium,Yes,High,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3097,26,74,69,6,2,4,68,Medium,Medium,No,Medium,Yes,Low,High,Public,Positive,No,Postgraduate,Male"
"3098,24,76,82,7,2,4,68,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3099,19,90,78,8,1,3,67,Medium,Medium,No,Medium,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"3100,23,79,54,6,1,1,67,High,High,Yes,Low,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3101,16,98,52,8,3,3,69,High,Low,Yes,Medium,Yes,Low,High,Public,Neutral,No,College,Female"
"3102,25,72,89,6,3,5,68,Medium,Medium,No,Low,Yes,Low,High,Public,Neutral,No,High School,Male"
"3103,30,77,70,9,0,1,67,Medium,Low,Yes,Medium,Yes,Medium,High,Public,Neutral,No,High School,Male"
"3104,26,91,65,8,0,2,70,High,Medium,Yes,Low,Yes,Medium,High,Public,Neutral,No,High School,Male"
"3105,16,82,99,7,3,3,70,High,High,No,Low,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Male"
"3106,22,82,54,5,2,2,66,Medium,Low,No,Medium,Yes,Medium,Medium,Public,Neutral,No,College,Male"
"3107,12,62,63,6,0,2,61,High,High,Yes,High,Yes,Low,Medium,Private,Negative,No,High School,Male"
"3108,23,76,93,7,2,2,68,Low,High,Yes,Medium,Yes,Low,Medium,Public,Negative,No,College,Male"
"3109,23,71,71,8,1,2,64,Low,Medium,Yes,Low,Yes,Low,Low,Public,Neutral,No,Postgraduate,Female"
"3110,9,100,79,7,1,2,66,Low,Low,No,Medium,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"3111,13,72,52,8,3,4,65,Low,High,Yes,Medium,Yes,High,High,Private,Positive,No,High School,Male"
"3112,18,95,96,8,3,6,73,Medium,High,No,Medium,Yes,Medium,Low,Public,Negative,No,Postgraduate,Male"
"3113,18,87,57,8,3,4,66,Low,Low,No,Medium,No,High,High,Public,Positive,No,High School,Male"
"3114,13,74,61,7,2,3,65,High,High,Yes,Medium,Yes,Low,Medium,Public,Positive,No,High School,Male"
"3115,22,82,58,7,0,4,68,Medium,High,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,College,Male"
"3116,22,94,75,7,0,3,69,Medium,Medium,Yes,Low,Yes,Low,High,Public,Neutral,No,High School,Male"
"3117,19,95,91,6,1,4,72,Low,High,Yes,High,Yes,Medium,High,Public,Neutral,No,College,Male"
"3118,15,66,63,9,3,3,63,Medium,Medium,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Male"
"3119,26,74,57,8,0,1,65,Low,Medium,No,Medium,Yes,Medium,Medium,Private,Positive,No,High School,Male"
"3120,30,73,70,9,0,4,69,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Negative,No,College,Male"
"3121,17,62,99,6,2,3,62,High,Low,No,Medium,Yes,Medium,Medium,Private,Negative,No,High School,Female"
"3122,16,84,51,8,0,3,66,Medium,High,Yes,Low,Yes,Medium,Medium,Public,Negative,No,Postgraduate,Female"
"3123,23,94,75,9,3,2,69,Low,Low,Yes,Medium,Yes,Low,Medium,Private,Neutral,No,Postgraduate,Female"
"3124,18,75,83,9,2,4,67,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,Yes,Postgraduate,Female"
"3125,19,90,90,5,0,2,94,Medium,High,Yes,Low,Yes,Low,Medium,Public,Neutral,No,College,Female"
"3126,24,85,87,7,2,2,71,Medium,Medium,Yes,High,Yes,Medium,Medium,Private,Neutral,No,High School,Female"
"3127,9,75,54,7,2,4,61,Medium,Medium,No,Low,Yes,Low,Medium,Public,Positive,No,High School,Female"
"3128,28,66,73,9,2,2,68,High,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,College,Male"
"3129,20,88,54,4,0,4,66,Medium,Medium,No,Low,Yes,High,Low,Public,Negative,No,High School,Male"
"3130,18,94,81,5,0,5,71,High,High,Yes,Medium,Yes,High,Low,Public,Negative,No,High School,Female"
"3131,19,87,54,9,3,4,66,Low,Medium,No,Low,Yes,Low,High,Public,Positive,No,High School,Female"
"3132,20,61,52,6,2,2,60,Low,Medium,No,Medium,Yes,Low,Low,Private,Negative,No,Postgraduate,Male"
"3133,10,69,65,5,0,3,60,Medium,Medium,Yes,Low,Yes,Medium,Medium,Private,Positive,No,High School,Female"
"3134,29,63,97,9,3,3,66,Low,Low,Yes,High,No,Medium,High,Public,Negative,No,High School,Male"
"3135,20,83,85,5,1,2,67,Medium,Low,Yes,Medium,Yes,High,High,Public,Neutral,No,College,Male"
"3136,23,90,50,9,4,3,67,Low,Low,No,Low,Yes,Medium,Medium,Private,Neutral,No,High School,Male"
"3137,26,64,64,5,2,1,64,Medium,Medium,No,Medium,Yes,High,Medium,Public,Negative,No,High School,Male"
"3138,14,94,51,5,0,3,66,Medium,Medium,No,Medium,Yes,Medium,High,Public,Neutral,No,College,Male"
"3139,23,82,65,7,1,3,68,High,Low,No,High,Yes,Medium,High,Public,Negative,No,High School,Female"
"3140,18,88,84,6,1,3,70,High,Low,Yes,Medium,Yes,Medium,High,Public,Positive,No,Postgraduate,Female"
"3141,25,99,88,7,3,4,75,High,Medium,Yes,Medium,Yes,Low,Medium,Private,Positive,No,College,Female"
"3142,7,63,90,10,0,2,86,High,High,Yes,Medium,Yes,Low,Medium,Private,Positive,Yes,High School,Male"
"3143,19,96,95,7,3,3,73,Medium,Medium,Yes,High,Yes,Medium,High,Private,Negative,No,College,Female"
"3144,16,65,68,9,1,3,61,Medium,Low,No,Medium,Yes,High,Medium,Public,Neutral,No,High School,Male"
"3145,23,76,93,7,0,6,68,High,High,No,Medium,Yes,Medium,Medium,Private,Negative,No,High School,Male"
"3146,23,94,86,8,1,0,70,Medium,High,No,Medium,Yes,Low,High,Public,Neutral,No,College,Female"
"3147,16,96,77,4,1,2,71,Medium,Medium,Yes,High,Yes,High,High,Public,Positive,No,High School,Male"
"3148,16,80,98,8,2,4,71,High,Medium,Yes,High,Yes,Medium,High,Private,Positive,No,Postgraduate,Male"
"3149,19,84,97,8,2,1,68,Medium,Medium,No,High,Yes,Medium,Medium,Public,Neutral,Yes,College,Male"
"3150,15,88,95,6,2,4,70,High,High,Yes,Medium,Yes,Low,Medium,Public,Negative,No,High School,Female"
"3151,25,93,60,10,1,3,70,Medium,Medium,Yes,Low,Yes,Medium,Medium,Public,Positive,No,College,Male"
"3152,18,65,60,6,0,3,62,Medium,High,Yes,Low,Yes,Medium,High,Private,Neutral,No,High School,Female"
"3153,3,92,95,5,3,1,67,High,Low,Yes,High,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Female"
"3154,18,79,70,8,3,3,68,Medium,Medium,No,High,Yes,Medium,Medium,Public,Positive,No,College,Female"
"3155,14,78,90,5,1,3,68,High,High,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Female"
"3156,10,77,84,7,2,1,64,High,High,No,Low,Yes,Low,High,Private,Neutral,No,High School,Male"
"3157,13,80,88,9,1,3,68,Medium,High,No,Medium,Yes,High,High,Public,Positive,No,Postgraduate,Male"
"3158,21,98,51,8,0,3,69,Low,High,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,High School,Male"
"3159,28,82,71,7,1,3,70,Medium,High,No,Low,Yes,Medium,High,Public,Neutral,No,High School,Male"
"3160,22,98,93,6,4,4,73,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Neutral,No,High School,Female"
"3161,16,67,74,9,1,3,66,High,Medium,Yes,Medium,Yes,High,High,Public,Positive,No,Postgraduate,Male"
"3162,23,89,85,5,0,3,68,Low,Medium,No,Low,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"3163,17,92,88,8,1,3,68,Low,Medium,Yes,High,No,High,Medium,Public,Neutral,No,High School,Female"
"3164,16,87,56,10,2,0,65,Low,Medium,Yes,Low,Yes,Medium,High,Private,Neutral,No,Postgraduate,Female"
"3165,13,84,58,8,2,3,66,Medium,Medium,Yes,High,Yes,Low,Low,Public,Neutral,No,Postgraduate,Female"
"3166,9,83,86,7,0,1,62,High,Low,Yes,Medium,Yes,Low,Medium,Public,Negative,No,College,Female"
"3167,18,94,53,7,3,2,67,Low,Low,Yes,Low,Yes,Medium,High,Private,Neutral,No,High School,Female"
"3168,21,93,67,6,1,3,73,Medium,High,Yes,High,Yes,Medium,High,Public,Positive,No,Postgraduate,Female"
"3169,19,65,96,6,2,2,65,Medium,Low,Yes,Medium,Yes,Medium,High,Private,Neutral,No,Postgraduate,Male"
"3170,18,94,79,7,2,4,70,High,Low,No,High,Yes,High,Medium,Private,Neutral,No,High School,Female"
"3171,14,77,96,8,3,2,68,High,Medium,Yes,Medium,Yes,Medium,Medium,Public,Neutral,No,Postgraduate,Male"
"3172,24,70,65,9,3,3,67,High,Medium,Yes,Medium,Yes,Medium,Low,Private,Positive,No,High School,Male"
"3173,12,95,82,4,2,3,66,Low,Medium,Yes,High,Yes,Low,Medium,Public,Negative,No,High School,Male"
"3174,25,77,64,4,3,4,65,Medium,Low,No,Low,Yes,Low,Medium,Public,Neutral,Yes,College,Female"
"3175,14,92,56,9,1,4,66,High,Low,Yes,Low,Yes,Medium,Medium,Public,Neutral,No,High School,Female"
"3176,15,71,100,7,2,4,66,High,High,No,Low,Yes,Low,Low,Public,Neutral,No,High School,Male"
"3177,11,60,59,7,2,1,60,Medium,High,No,High,Yes,Low,Medium,Public,Positive,No,College,Male"
"3178,17,80,59,8,0,4,66,High,Low,Yes,Medium,Yes,High,High,Public,Negative,No,College,Female"
"3179,26,64,92,7,2,4,68,High,Medium,Yes,Low,Yes,Low,High,Private,Positive,No,College,Female"
"3180,23,90,90,10,3,5,72,Medium,Medium,Yes,Low,Yes,Low,Medium,Public,Positive,No,High School,Male"
"3181,26,71,99,8,1,3,68,Low,High,No,Medium,No,Medium,Medium,Public,Positive,No,College,Male"
"3182,23,78,54,6,0,3,67,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Neutral,No,Postgraduate,Female"
"3183,13,63,55,6,0,4,62,High,Medium,No,High,Yes,Medium,Low,Public,Positive,No,Postgraduate,Male"
"3184,18,71,72,7,0,5,66,Medium,Medium,No,High,Yes,High,High,Public,Positive,No,College,Female"
"3185,15,91,80,6,0,3,69,High,Medium,No,Medium,Yes,Low,Medium,Private,Positive,No,Postgraduate,Male"
"3186,28,66,52,10,0,3,64,Medium,Medium,No,Low,Yes,Low,High,Public,Positive,No,High School,Male"
"3187,13,86,58,7,0,3,63,Low,Medium,No,Medium,No,Medium,Medium,Private,Positive,No,High School,Male"
"3188,25,97,85,5,2,2,74,Low,High,Yes,Medium,Yes,High,Medium,Public,Positive,No,,Male"
"3189,25,87,83,8,0,4,72,High,Medium,Yes,Medium,Yes,Medium,High,Private,Positive,No,College,Male"
"3190,31,92,54,9,1,3,71,Medium,Medium,Yes,Medium,No,Low,Medium,Private,Positive,No,College,Male"
"3191,18,64,97,9,2,3,64,Low,High,Yes,Medium,Yes,Medium,Medium,Public,Negative,No,High School,Female"
"3192,24,70,63,6,0,3,65,High,High,No,Low,No,Low,Medium,Public,Neutral,No,High School,Male"
"3193,34,96,94,5,1,5,75,Medium,Medium,Yes,High,Yes,Medium,High,Public,Negative,Yes,High School,Female"
"3194,16,89,96,9,2,3,69,High,Medium,No,Medium,Yes,Medium,Low,Public,Positive,No,College,Male"
"3195,11,86,75,5,1,4,65,Medium,Medium,No,Medium,Yes,Medium,Low,Public,Neutral,No,Postgraduate,Female"
"3196,9,87,71,8,0,1,60,Low,Low,No,Low,No,Low,High,Public,Neutral,No,College,Male"
"3197,24,77,64,6,2,4,69,Medium,Medium,Yes,Medium,Yes,High,Medium,Public,Positive,No,High School,Male"
"3198,9,62,90,9,4,4,65,High,High,Yes,High,Yes,High,Medium,Public,Neutral,No,College,Male"
"3199,18,91,60,5,0,4,67,Low,Medium,Yes,Low,Yes,High,High,Private,Positive,No,High School,Male"
"3200,23,87,81,6,5,2,70,High,Low,No,Low,Yes,Medium,High,Private,Neutral,No,High School,Female"
"3201,21,79,78,8,1,4,66,Medium,Low,Yes,Low,Yes,Low,High,Public,Positive,No,College,Female"
"3202,23,96,62,8,0,4,69,Medium,Medium,Yes,Medium,Yes,Low,High,Public,Neutral,No,High School,Female"
"3203,21,73,99,9,2,3,69,Medium,Medium,Yes,Medium,Yes,Medium,High,Public,Neutral,No,Postgraduate,Male"
"3204,28,72,92,8,1,2,68,High,Medium,Yes,Low,Yes,Medium,Medium,Public,Negative,No,High School,Female"
"3205,14,95,51,8,5,4,70,Medium,Medium,Yes,Medium,Yes,Medium,Medium,Private,Positive,No,College,Female"
"3206,16,92,71,9,2,2,66,Medium,Low,No,High,Yes,Low,Medium,Private,Neutral,No,High School,Female"
"3207,15,81,68,5,0,3,65,High,Medium,No,Low,No,Medium,High,Public,Positive,No,High School,Female"
"3208,25,65,94,6,1,4,65,Low,Medium,No,Medium,Yes,Low,High,Public,Negative,No,College,Male"
"3209,25,69,63,5,1,2,65,Low,Medium,Yes,Medium,Yes,High,Medium,Private,Neutral,No,High School,Male"
"3210,23,86,100,4,0,3,69,Low,Medium,Yes,Medium,Yes,Low,High,Public,Negative,No,Postgraduate,Male"
"3211,27,75,60,8,4,2,69,Medium,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,Postgraduate,Female"
"3212,13,93,62,9,0,3,65,Medium,High,No,Low,Yes,Low,Medium,Private,Neutral,No,High School,Male"
"3213,30,98,83,8,1,3,76,High,High,Yes,High,No,Low,High,Public,Neutral,No,High School,Female"
"3214,29,92,58,8,2,3,72,Medium,High,No,Low,Yes,Medium,Low,Private,Neutral,No,College,Male"
"3215,24,75,94,7,2,4,67,Medium,Low,No,Medium,Yes,Medium,High,Public,Negative,No,High School,Male"
"3216,31,92,55,7,3,3,74,High,Medium,Yes,Medium,Yes,Low,High,Public,Positive,No,High School,Male"
"3217,10,74,99,10,2,3,66,Medium,Medium,Yes,High,Yes,Medium,High,Public,Neutral,No,College,Male"
"3218,17,67,94,9,2,3,66,High,High,Yes,Medium,Yes,Low,Low,Private,Positive,No,High School,Female"
"3219,16,61,92,6,4,3,66,Medium,High,No,High,Yes,High,High,Public,Neutral,No,High School,Male"
"3220,24,75,70,9,5,5,71,Low,High,Yes,High,Yes,High,High,Public,Negative,No,College,Female"
"3221,14,96,76,9,0,3,66,Medium,Low,No,Medium,Yes,Low,High,Public,Neutral,No,High School,Male"
"3222,25,70,73,8,1,2,65,Low,High,No,High,Yes,Low,Low,Public,Negative,No,Postgraduate,Male"
"3223,28,68,99,8,1,3,69,Low,High,Yes,Medium,Yes,High,Medium,Public,Neutral,No,High School,Female"
"3224,24,99,52,8,1,2,69,Medium,Low,Yes,Low,Yes,Low,High,Public,Negative,No,High School,Male"
"3225,22,61,69,5,2,2,63,Medium,Medium,Yes,Low,Yes,Low,High,Public,Neutral,No,,Female"
"3226,14,91,98,5,0,3,68,Low,Medium,No,High,Yes,High,High,Public,Neutral,No,High School,Female"
"3227,15,73,68,8,1,3,64,Medium,Medium,No,Medium,Yes,High,Medium,Public,Neutral,No,,Female"
"3228,27,61,70,5,2,2,64,Medium,Medium,No,Medium,Yes,Low,Low,Public,Neutral,No,College,Male"
"3229,25,97,82,5,1,5,73,Medium,High,Yes,High,Yes,Low,High,Public,Negative,No,College,Male"
"3230,20,66,95,4,2,2,66,Low,High,Yes,High,Yes,High,Medium,Public,Neutral,No,High School,Female"
"3231,17,82,65,6,4,3,67,Medium,High,No,Low,Yes,Low,Medium,Private,Positive,No,High School,Female"
"3232,8,71,97,8,3,1,63,High,Medium,Yes,Medium,Yes,Medium,Medium,Private,Neutral,Yes,High School,Female"
"3233,14,63,64,8,1,3,61,Medium,Medium,Yes,High,Yes,Low,Medium,Public,Neutral,No,High School,Male"
"3234,31,62,91,8,4,4,71,Medium,Medium,Yes,High,Yes,High,High,Public,Positive,No,High School,Male"
"3235,12,65,64,6,1,3,61,Low,Medium,Yes,Medium,Yes,Medium,Medium,Public,Positive,No,College,Female"
"3236,21,63,54,7,1,3,62,Medium,Low,Yes,Low,Yes,Medium,Medium,Private,Positive,No,College,Female"
"3237,26,90,91,8,1,4,74,High,High,Yes,Medium,Yes,High,High,Private,Neutral,Yes,High School,Male"
"3238,12,79,73,8,2,4,65,Medium,Medium,No,Medium,Yes,Medium,Medium,Private,Neutral,No,High School,Male"
"3239,21,74,70,6,2,3,64,Low,Low,Yes,Low,Yes,Low,High,Public,Positive,No,High School,Female"
"3240,26,77,71,7,1,4,66,Low,Low,No,Medium,Yes,Medium,High,Public,Neutral,No,Postgraduate,Male"
"3241,20,97,81,4,1,2,72,High,High,Yes,Medium,Yes,Medium,Medium,Public,Positive,Yes,High School,Male"
"3242,37,96,63,7,0,4,76,High,Medium,Yes,Medium,Yes,Medium,High,Private,Positive,No,High School,Male"
"3243,10,89,62,6,4,3,67,Medium,Medium,Yes,Medium,Yes,Low,Medium,Public,Positive,No,Postgraduate,Male"
"3244,26,95,74,9,3,3,71,Medium,High,No,Low,Yes,Low,Medium,Private,Neutral,Yes,High School,Female"
"3245,19,73,52,6,1,3,65,High,Medium,No,Medium,Yes,Medium,Medium,Public,Positive,No,High School,Male"
"3246,25,75,82,7,3,4,68,Low,Low,Yes,Medium,Yes,Medium,High,Private,Negative,No,Postgraduate,Male"
"3247,23,85,91,6,1,3,68,Medium,Medium,Yes,Low,Yes,Low,High,Public,Neutral,No,High School,Male"
"3248,16,85,86,6,3,2,67,High,Low,Yes,Low,Yes,High,High,Private,Neutral,No,High School,Male"
"3249,21,79,73,8,1,2,64,Medium,Low,No,Medium,Yes,Low,Low,Public,Neutral,No,High School,Female"
"3250,9,76,78,6,0,4,60,Low,High,No,Low,No,Medium,Medium,Public,Negative,Yes,Postgraduate,Male"
"3251,24,99,51,10,1,3,70,Medium,Medium,No,Low,Yes,Low,Medium,Public,Neutral,No,,Male"
"3252,22,93,96,4,1,2,73,High,Medium,Yes,High,Yes,High,Low,Private,Positive,No,College,Male"
"3253,24,77,78,8,2,3,69,Medium,Medium,Yes,Low,Yes,High,High,Private,Positive,No,High School,Male"
"3254,26,89,66,7,0,5,70,High,Medium,No,Medium,Yes,Low,Medium,Public,Neutral,Yes,College,Male"
"3255,22,71,65,7,1,3,64,Medium,Medium,No,Low,Yes,Low,Medium,Public,Neutral,No,College,Male"
"3256,21,64,83,7,2,3,64,High,Low,Yes,High,Yes,Low,Low,Public,Neutral,No,High School,Female"
"3257,15,74,79,8,0,3,65,High,Medium,Yes,Medium,Yes,High,Medium,Public,Negative,No,College,Male"
