"Id,Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score"
"1517,29,94,95,7,2,3,70"
"1518,24,60,66,7,1,4,62"
"1519,14,67,53,10,2,3,62"
"1520,31,61,84,7,2,3,68"
"1521,27,73,80,8,3,3,68"
"1522,23,96,99,8,3,4,74"
"1523,19,64,62,8,0,4,61"
"1524,14,84,70,8,1,5,67"
"1525,18,78,73,6,1,2,65"
"1526,27,98,93,6,5,3,98"
"1527,31,65,71,7,1,4,65"
"1528,29,68,89,4,0,4,67"
"1529,17,61,58,7,2,3,61"
"1530,13,77,70,6,3,4,64"
"1531,21,71,58,7,1,3,64"
"1532,9,95,97,7,1,2,67"
"1533,22,84,59,5,0,3,69"
"1534,19,85,71,9,1,2,69"
"1535,17,81,54,7,4,3,67"
"1536,10,64,96,8,1,3,62"
"1537,23,78,81,7,0,1,66"
"1538,17,100,98,8,0,4,72"
"1539,13,93,52,5,2,3,67"
"1540,3,96,59,9,2,3,66"
"1541,20,93,69,8,2,4,67"
"1542,31,64,81,7,1,4,67"
"1543,30,69,66,7,0,4,68"
"1544,17,60,86,9,0,2,63"
"1545,16,72,58,6,1,2,62"
"1546,23,64,80,5,3,2,65"
"1547,14,79,70,6,1,6,65"
"1548,22,87,75,7,0,2,70"
"1549,25,95,78,7,7,4,73"
"1550,27,90,53,9,1,2,73"
"1551,19,98,96,6,2,2,68"
"1552,19,62,89,6,3,1,63"
"1553,15,60,72,5,2,2,62"
"1554,15,86,77,8,0,3,69"
"1555,19,72,52,5,2,3,66"
"1556,22,70,75,8,0,3,68"
"1557,25,73,71,6,0,3,67"
"1558,15,71,69,6,2,4,65"
"1559,29,80,91,10,1,3,70"
"1560,18,78,59,9,0,1,64"
"1561,20,80,59,7,2,3,65"
"1562,16,87,76,5,1,2,67"
"1563,5,75,84,10,0,4,62"
"1564,25,70,51,7,3,4,66"
"1565,24,67,77,7,0,2,68"
"1566,18,74,65,8,0,4,64"
"1567,20,90,88,4,3,3,69"
"1568,23,90,73,6,1,2,69"
"1569,11,87,92,7,1,5,67"
"1570,17,69,70,7,0,3,61"
"1571,25,84,91,5,1,4,70"
"1572,12,83,86,7,1,4,65"
"1573,22,79,91,7,0,4,66"
"1574,12,82,91,10,3,3,66"
"1575,23,80,74,9,4,3,69"
"1576,20,83,68,7,1,1,67"
"1577,10,89,88,7,2,2,71"
"1578,27,64,68,9,1,4,68"
"1579,16,90,54,7,2,3,67"
"1580,15,65,93,5,2,4,63"
"1581,21,63,70,10,1,2,64"
"1582,27,99,57,6,3,3,73"
"1583,14,98,82,10,1,3,69"
"1584,20,62,94,8,1,3,65"
"1585,23,78,93,6,0,5,70"
"1586,24,67,78,4,1,2,67"
"1587,21,79,54,8,3,3,67"
"1588,18,93,85,5,0,3,70"
"1589,15,98,80,8,2,2,69"
"1590,21,85,61,10,2,2,68"
"1591,14,74,95,5,1,3,66"
"1592,2,84,54,8,3,4,62"
"1593,23,72,69,6,2,4,67"
"1594,25,96,55,9,2,4,71"
"1595,6,95,96,7,4,2,68"
"1596,14,82,52,7,3,2,66"
"1597,24,73,71,9,0,3,64"
"1598,32,72,93,8,1,4,71"
"1599,20,61,63,6,1,4,61"
"1600,16,93,55,10,2,2,67"
"1601,19,78,56,5,3,4,65"
"1602,28,73,70,7,0,6,66"
"1603,16,79,71,6,2,4,68"
"1604,15,93,86,5,0,2,66"
"1605,17,65,62,5,2,4,63"
"1606,14,94,85,7,1,3,66"
"1607,21,96,100,8,1,2,73"
"1608,30,98,93,9,1,3,88"
"1609,22,76,82,9,0,4,67"
"1610,18,69,97,7,2,2,69"
"1611,18,75,100,6,2,3,67"
"1612,11,73,79,9,1,2,64"
"1613,25,67,64,6,0,2,64"
"1614,20,84,96,5,1,2,65"
"1615,19,79,92,8,1,2,68"
"1616,39,95,54,9,2,3,77"
"1617,22,61,97,6,0,2,63"
"1618,15,86,68,10,0,5,69"
"1619,17,91,66,8,3,2,69"
"1620,27,90,67,8,2,3,70"
"1621,21,95,66,6,1,4,73"
"1622,11,89,76,9,1,3,66"
"1623,26,97,79,5,2,3,71"
"1624,16,73,71,6,2,5,66"
"1625,31,80,71,6,2,3,71"
"1626,26,61,87,5,3,2,66"
"1627,17,60,50,8,0,4,63"
"1628,28,70,97,8,5,5,70"
"1629,20,64,86,8,1,2,66"
"1630,25,70,85,7,1,4,66"
"1631,23,67,71,8,2,4,66"
"1632,15,61,98,7,1,3,62"
"1633,16,96,50,6,1,3,69"
"1634,26,60,54,6,1,1,63"
"1635,18,89,90,4,1,2,68"
"1636,18,66,87,9,1,3,64"
"1637,14,96,64,9,2,3,69"
"1638,23,96,80,10,3,3,71"
"1639,32,86,77,6,2,4,71"
"1640,14,87,76,6,1,4,66"
"1641,20,60,80,4,2,3,63"
"1642,28,99,100,8,0,2,72"
"1643,20,95,99,8,1,3,70"
"1644,23,96,99,9,0,2,71"
"1645,14,86,77,6,3,3,65"
"1646,23,74,66,8,0,4,65"
"1647,19,96,78,6,1,2,67"
"1648,26,72,81,9,0,3,68"
"1649,27,83,66,8,3,4,70"
"1650,36,64,82,5,2,2,70"
"1651,23,97,81,7,2,3,72"
"1652,22,66,95,4,1,5,65"
"1653,21,69,62,5,2,3,65"
"1654,18,82,85,5,3,4,71"
"1655,22,91,73,6,3,4,74"
"1656,18,85,56,7,0,4,64"
"1657,21,69,66,7,1,4,64"
"1658,28,60,53,7,3,3,65"
"1659,14,90,66,7,1,5,67"
"1660,27,99,53,7,2,3,73"
"1661,28,92,96,5,1,3,72"
"1662,19,78,55,7,0,3,65"
"1663,7,96,91,9,0,4,67"
"1664,16,76,95,7,2,3,66"
"1665,28,81,73,8,0,3,70"
"1666,20,79,53,8,2,3,66"
"1667,14,78,80,8,1,1,66"
"1668,17,91,62,7,3,3,68"
"1669,25,81,59,8,3,4,68"
"1670,23,73,78,8,0,4,67"
"1671,19,70,68,8,1,3,65"
"1672,18,62,87,8,4,4,64"
"1673,18,83,80,5,1,2,70"
"1674,14,69,91,5,0,3,63"
"1675,30,66,53,6,2,2,65"
"1676,18,86,62,9,4,2,67"
"1677,27,87,78,7,3,5,71"
"1678,29,90,94,7,1,4,73"
"1679,26,80,91,4,1,3,67"
"1680,17,96,84,7,2,3,72"
"1681,22,97,79,7,2,0,71"
"1682,20,92,82,4,0,4,72"
"1683,15,85,61,7,1,3,68"
"1684,22,72,80,5,2,3,65"
"1685,13,99,75,6,1,4,68"
"1686,27,71,69,8,1,4,67"
"1687,17,68,94,7,1,4,66"
"1688,21,78,91,6,0,1,64"
"1689,22,62,54,6,3,3,65"
"1690,18,99,99,6,0,3,69"
"1691,24,84,61,7,2,2,68"
"1692,17,82,61,5,3,4,69"
"1693,25,86,97,9,1,3,70"
"1694,12,80,72,5,1,4,65"
"1695,21,61,90,4,2,3,63"
"1696,32,84,64,8,1,3,71"
"1697,14,89,94,6,0,2,68"
"1698,16,77,92,7,5,3,70"
"1699,23,90,76,8,2,3,72"
"1700,21,69,85,6,3,1,64"
"1701,22,69,98,7,0,2,64"
"1702,23,66,73,8,2,2,66"
"1703,24,75,75,9,0,3,69"
"1704,27,94,86,6,2,2,71"
"1705,22,93,69,6,0,3,69"
"1706,19,75,98,8,1,3,67"
"1707,24,84,52,7,0,3,66"
"1708,31,89,70,7,2,2,71"
"1709,19,70,86,9,2,2,63"
"1710,14,67,71,4,0,4,62"
"1711,27,99,63,5,0,4,73"
"1712,19,85,71,4,1,3,66"
"1713,7,99,94,9,3,2,72"
"1714,25,74,77,8,1,2,67"
"1715,17,88,67,5,0,3,65"
"1716,19,69,84,7,2,4,66"
"1717,22,70,81,7,3,2,68"
"1718,21,80,78,4,1,4,69"
"1719,24,73,70,7,0,3,68"
"1720,17,67,54,5,0,2,61"
"1721,23,71,81,8,3,2,68"
"1722,18,61,71,5,3,3,64"
"1723,24,88,71,7,1,3,67"
"1724,24,80,62,9,3,3,68"
"1725,14,64,62,8,1,4,61"
"1726,27,67,89,8,1,3,66"
"1727,17,64,74,7,2,2,64"
"1728,25,85,55,5,3,3,67"
"1729,22,64,52,6,2,4,64"
"1730,31,90,61,7,0,3,72"
"1731,19,61,74,7,2,3,62"
"1732,18,70,81,5,2,2,63"
"1733,20,96,57,8,1,4,70"
"1734,18,89,72,5,3,3,69"
"1735,25,63,54,9,3,2,64"
"1736,10,93,52,7,2,3,66"
"1737,14,80,93,8,3,4,67"
"1738,14,94,83,8,4,5,71"
"1739,26,84,89,10,0,1,70"
"1740,30,87,59,7,2,3,69"
"1741,19,100,66,6,0,3,68"
"1742,19,69,72,6,1,1,64"
"1743,20,85,83,9,3,3,70"
"1744,27,78,77,5,0,3,69"
"1745,14,62,78,6,0,2,63"
"1746,21,61,58,7,1,3,60"
"1747,26,65,74,7,2,4,65"
"1748,23,86,91,8,0,0,67"
"1749,21,83,75,5,1,4,66"
"1750,26,82,60,7,3,3,68"
"1751,4,61,71,7,0,1,58"
"1752,24,79,88,5,0,3,67"
"1753,16,97,57,8,0,4,68"
"1754,9,76,79,7,1,3,62"
"1755,23,85,98,7,2,3,69"
"1756,28,91,69,6,1,4,73"
"1757,19,91,52,6,2,4,66"
"1758,26,81,82,5,0,5,67"
"1759,30,94,52,8,1,4,71"
"1760,28,76,60,9,1,2,66"
"1761,30,96,52,10,0,4,74"
"1762,24,70,59,8,2,5,67"
"1763,20,71,93,6,2,2,68"
"1764,10,62,87,6,2,3,61"
"1765,19,92,67,8,2,2,69"
"1766,15,77,95,7,4,4,65"
"1767,33,69,83,7,2,2,71"
"1768,19,69,72,7,1,2,61"
"1769,21,96,53,9,0,3,70"
"1770,23,93,87,6,2,3,70"
"1771,20,82,69,9,1,3,69"
"1772,30,85,65,7,2,3,70"
"1773,16,79,64,6,4,4,67"
"1774,21,76,50,6,2,4,63"
"1775,16,97,87,7,1,3,70"
"1776,12,65,57,8,1,5,61"
"1777,16,77,76,6,1,1,64"
"1778,20,74,51,8,2,3,65"
"1779,17,80,81,6,1,1,65"
"1780,16,78,68,7,3,3,66"
"1781,12,81,82,5,1,3,66"
"1782,20,66,54,8,2,2,63"
"1783,11,81,63,7,3,2,66"
"1784,25,70,56,9,0,1,64"
"1785,20,67,82,8,3,4,65"
"1786,11,63,55,7,3,1,62"
"1787,18,91,81,9,4,5,71"
"1788,15,77,57,8,1,2,63"
"1789,22,85,97,9,0,3,70"
"1790,28,89,71,6,2,4,70"
"1791,9,87,56,8,1,3,65"
"1792,21,79,52,8,1,3,66"
"1793,19,76,66,5,2,4,66"
"1794,24,75,95,9,0,2,68"
"1795,21,86,57,5,1,3,68"
"1796,15,80,90,5,4,3,69"
"1797,18,94,71,4,3,3,71"
"1798,15,95,90,8,2,1,69"
"1799,26,67,94,5,0,2,68"
"1800,20,65,100,6,2,5,67"
"1801,31,85,53,8,2,3,72"
"1802,20,72,90,7,2,3,68"
"1803,16,61,53,6,0,4,60"
"1804,11,96,66,5,2,4,68"
"1805,9,69,82,7,1,2,65"
"1806,10,97,72,8,0,3,67"
"1807,22,89,78,8,4,3,70"
"1808,23,91,98,10,0,3,70"
"1809,11,68,91,6,3,2,61"
"1810,25,69,68,5,2,4,68"
"1811,17,81,80,7,1,3,67"
"1812,21,67,52,7,3,3,62"
"1813,30,72,73,7,0,4,66"
"1814,25,73,80,6,3,2,69"
"1815,18,66,86,4,2,4,66"
"1816,15,68,95,5,0,5,64"
"1817,7,92,64,8,1,4,66"
"1818,16,67,95,7,2,5,63"
"1819,19,61,83,8,1,3,62"
"1820,14,85,54,8,1,4,65"
"1821,19,99,69,8,0,2,68"
"1822,20,73,74,8,1,4,65"
"1823,19,65,68,7,1,4,63"
"1824,16,83,56,7,3,2,68"
"1825,21,96,78,4,2,2,72"
"1826,23,91,57,6,2,3,69"
"1827,13,85,96,6,1,5,66"
"1828,28,73,93,7,2,3,68"
"1829,19,82,74,6,1,2,64"
"1830,20,64,53,8,1,2,61"
"1831,24,87,78,6,0,2,67"
"1832,21,89,80,9,0,3,68"
"1833,26,99,94,6,2,3,74"
"1834,22,70,53,6,3,2,67"
"1835,16,61,85,6,2,3,64"
"1836,22,82,78,6,3,3,69"
"1837,13,88,59,9,0,3,63"
"1838,21,92,56,7,0,4,67"
"1839,20,68,85,7,1,3,65"
"1840,19,70,67,6,5,4,67"
"1841,19,81,100,7,1,5,68"
"1842,9,73,95,7,3,3,62"
"1843,17,94,78,7,1,3,70"
"1844,21,79,82,7,1,3,67"
"1845,21,92,58,9,2,5,89"
"1846,14,83,95,7,1,2,65"
"1847,28,91,73,5,2,2,69"
"1848,15,73,76,7,2,4,64"
"1849,26,93,94,6,6,4,74"
"1850,23,71,50,8,0,2,64"
"1851,16,82,75,7,0,2,64"
"1852,31,69,81,9,2,2,67"
"1853,13,79,58,6,2,4,63"
"1854,26,73,53,7,3,5,68"
"1855,26,71,77,5,0,5,66"
"1856,16,99,77,7,0,3,68"
"1857,28,66,67,5,1,1,68"
"1858,18,91,94,7,3,2,69"
"1859,22,99,65,7,3,3,71"
"1860,22,61,76,7,1,3,65"
"1861,19,88,59,8,2,4,67"
"1862,25,70,51,7,1,4,65"
"1863,25,62,71,5,0,4,65"
"1864,10,76,76,6,1,2,80"
"1865,28,97,88,7,2,2,74"
"1866,10,60,72,7,3,3,59"
"1867,26,84,64,7,2,3,69"
"1868,27,80,80,9,0,2,66"
"1869,13,95,69,7,1,2,66"
"1870,18,63,62,8,2,4,65"
"1871,13,87,96,4,3,3,67"
"1872,19,87,77,8,3,4,69"
"1873,18,87,60,10,2,3,68"
"1874,25,98,84,9,1,2,73"
"1875,28,93,90,6,1,2,71"
"1876,28,62,88,10,0,2,67"
"1877,17,79,80,7,1,3,67"
"1878,19,76,76,7,0,2,66"
"1879,10,72,89,7,3,4,63"
"1880,15,78,85,7,1,1,65"
"1881,26,75,79,4,2,1,67"
"1882,30,77,83,8,1,3,69"
"1883,13,99,58,7,1,2,67"
"1884,16,64,51,7,4,3,66"
"1885,20,97,97,7,2,4,74"
"1886,22,79,97,6,2,2,69"
"1887,15,85,89,7,0,4,66"
"1888,23,93,69,9,0,3,69"
"1889,17,74,58,8,1,2,63"
"1890,20,77,68,7,0,3,65"
"1891,23,76,86,7,1,4,64"
"1892,20,75,67,7,0,4,64"
"1893,17,97,90,6,2,2,69"
"1894,19,93,84,7,5,3,73"
"1895,19,64,81,8,1,3,62"
"1896,18,64,97,7,2,4,62"
"1897,18,77,95,6,0,2,68"
"1898,30,64,86,7,1,3,66"
"1899,23,85,60,8,2,1,68"
"1900,18,66,97,5,4,4,66"
"1901,24,81,61,6,3,3,69"
"1902,18,60,69,5,0,2,62"
"1903,27,73,91,7,2,4,68"
"1904,22,87,60,8,2,2,67"
"1905,19,79,82,9,1,4,65"
"1906,23,99,73,9,0,4,69"
"1907,11,95,81,6,2,3,67"
"1908,13,74,98,7,0,3,64"
"1909,13,62,90,6,3,3,62"
"1910,21,94,65,9,5,3,71"
"1911,30,96,53,9,0,3,72"
"1912,33,93,98,7,0,2,74"
"1913,24,65,79,6,1,2,66"
"1914,23,100,59,4,2,4,72"
"1915,9,70,81,5,1,4,65"
"1916,17,89,52,4,0,3,67"
"1917,15,96,59,5,2,2,70"
"1918,16,69,82,10,0,1,62"
"1919,19,96,70,5,0,2,66"
"1920,17,72,66,5,2,3,65"
"1921,8,99,83,6,2,4,70"
"1922,24,71,93,10,2,2,69"
"1923,14,98,84,7,3,3,70"
"1924,21,62,73,8,2,2,66"
"1925,32,88,83,7,1,4,73"
"1926,14,81,85,4,3,4,69"
"1927,5,79,89,9,3,3,66"
"1928,18,69,65,8,4,4,65"
"1929,27,88,56,7,2,4,70"
"1930,32,68,84,10,0,2,70"
"1931,13,82,56,6,2,4,67"
"1932,23,70,73,7,1,3,68"
"1933,17,98,62,6,1,2,68"
"1934,19,61,67,9,0,2,61"
"1935,36,68,74,8,2,3,70"
"1936,11,70,95,7,0,5,65"
"1937,22,77,84,5,3,2,66"
"1938,23,69,59,6,3,3,67"
"1939,27,80,94,5,3,3,69"
"1940,21,95,75,9,1,2,69"
"1941,22,88,60,5,1,2,67"
"1942,18,83,76,9,0,4,66"
"1943,22,64,60,9,1,2,63"
"1944,18,88,68,6,0,4,67"
"1945,24,67,90,6,0,1,64"
"1946,18,91,83,6,2,4,68"
"1947,22,70,74,8,2,2,65"
"1948,20,77,61,9,2,3,65"
"1949,27,74,64,9,1,3,65"
"1950,20,94,99,6,0,4,70"
"1951,9,65,67,9,1,3,62"
"1952,28,83,81,9,0,4,68"
"1953,15,66,75,7,0,3,62"
"1954,16,88,51,7,0,3,68"
"1955,16,96,97,9,0,5,72"
"1956,28,77,54,9,1,3,70"
"1957,7,80,83,9,3,3,62"
"1958,39,97,91,10,2,3,79"
"1959,26,81,87,8,2,1,73"
"1960,21,80,90,7,1,2,68"
"1961,20,83,87,9,0,2,68"
"1962,22,88,72,10,2,2,69"
"1963,23,64,95,6,1,2,63"
"1964,24,93,96,7,5,4,74"
"1965,23,77,72,5,2,5,69"
"1966,21,63,74,8,0,3,61"
"1967,19,91,74,8,4,2,69"
"1968,19,75,64,6,2,3,64"
"1969,19,64,56,9,2,4,63"
"1970,27,85,63,6,1,2,68"
"1971,24,95,92,6,2,3,72"
"1972,2,96,77,9,3,2,65"
"1973,24,98,93,6,2,4,69"
"1974,21,95,87,5,2,4,70"
"1975,20,60,67,8,1,4,63"
"1976,18,75,59,7,0,2,62"
"1977,27,93,78,9,1,2,72"
"1978,26,75,97,8,1,4,69"
"1979,15,84,92,4,2,3,66"
"1980,22,84,88,9,2,4,71"
"1981,14,75,88,10,2,3,62"
"1982,12,96,76,9,2,2,68"
"1983,16,80,58,9,0,2,63"
"1984,25,79,64,7,0,3,66"
"1985,26,100,79,6,1,3,75"
"1986,23,80,66,7,1,4,69"
"1987,24,67,89,8,2,3,68"
"1988,23,81,69,8,5,2,69"
"1989,16,93,56,6,2,4,67"
"1990,23,91,89,6,3,3,73"
"1991,25,92,85,5,1,1,71"
"1992,25,88,63,8,2,3,71"
"1993,27,70,99,6,2,2,68"
"1994,24,94,70,7,1,1,70"
"1995,22,96,84,10,1,3,71"
"1996,26,68,96,8,1,2,69"
"1997,20,65,58,7,3,4,63"
"1998,15,99,94,8,2,3,71"
"1999,19,95,85,9,2,3,69"
"2000,16,96,58,5,2,5,71"
"2001,16,95,83,6,2,3,68"
"2002,19,82,94,7,1,3,68"
"2003,15,86,90,6,0,3,66"
"2004,18,82,88,7,3,3,67"
"2005,9,62,58,5,0,5,59"
"2006,21,90,60,8,1,2,66"
"2007,20,80,77,6,0,3,64"
"2008,15,86,79,7,1,3,64"
"2009,24,80,97,7,0,4,69"
"2010,26,80,73,8,1,3,69"
"2011,10,67,65,4,3,3,61"
"2012,15,71,60,8,0,3,62"
"2013,15,66,53,7,2,3,61"
"2014,14,68,53,8,1,2,63"
"2015,25,99,79,5,2,4,71"
"2016,19,66,59,8,1,2,65"
"2017,18,71,93,9,1,4,68"
"2018,8,84,80,7,1,4,67"
"2019,24,84,93,6,2,1,70"
"2020,13,66,71,6,3,3,64"
"2021,20,92,80,8,0,3,71"
"2022,22,91,76,8,2,3,71"
"2023,28,69,99,8,0,3,67"
"2024,12,72,90,7,0,3,63"
"2025,2,98,80,7,2,1,66"
"2026,21,93,80,7,3,1,70"
"2027,31,88,62,6,2,4,70"
"2028,27,63,87,8,3,3,67"
"2029,21,77,99,7,3,3,69"
"2030,17,82,56,9,3,2,66"
"2031,25,67,82,9,1,3,67"
"2032,14,78,76,7,0,2,65"
"2033,23,84,93,8,1,3,72"
"2034,23,73,50,6,1,3,68"
"2035,26,91,57,7,3,3,72"
"2036,37,94,52,8,1,3,76"
"2037,22,73,58,5,4,3,65"
"2038,17,94,85,8,1,4,68"
"2039,20,64,57,6,3,4,65"
"2040,9,94,81,6,0,3,66"
"2041,16,66,93,6,7,2,63"
"2042,18,63,52,7,2,3,63"
"2043,17,86,51,5,2,2,66"
"2044,21,79,99,8,2,4,69"
"2045,15,96,84,7,3,1,72"
"2046,27,75,57,10,3,3,66"
"2047,20,71,65,7,2,4,64"
"2048,20,80,99,8,0,3,67"
"2049,18,78,61,6,1,5,67"
"2050,21,74,88,5,1,1,66"
"2051,25,88,62,8,2,2,68"
"2052,15,90,70,5,0,2,65"
"2053,16,94,94,8,2,3,71"
"2054,18,99,51,10,1,4,71"
"2055,12,71,65,8,1,2,62"
"2056,15,89,74,8,2,2,69"
"2057,17,76,81,7,4,2,65"
"2058,25,87,51,6,3,3,70"
"2059,22,79,71,7,2,2,66"
"2060,21,100,67,6,0,3,70"
"2061,25,89,51,5,2,2,70"
"2062,19,98,68,7,1,4,69"
"2063,22,93,97,9,2,3,71"
"2064,19,96,64,5,1,3,69"
"2065,22,93,79,9,2,2,73"
"2066,17,78,65,9,1,4,65"
"2067,5,70,55,8,3,3,62"
"2068,19,75,64,8,2,5,67"
"2069,29,61,74,7,1,3,65"
"2070,26,81,65,7,1,3,65"
"2071,26,80,81,6,0,2,70"
"2072,27,81,97,7,1,2,70"
"2073,21,99,53,7,0,4,71"
"2074,21,96,86,10,1,3,71"
"2075,16,66,50,8,1,4,62"
"2076,18,75,50,7,4,2,65"
"2077,24,77,57,7,3,2,84"
"2078,27,74,74,6,2,2,68"
"2079,19,92,52,6,3,1,70"
"2080,17,81,86,8,1,3,68"
"2081,20,83,51,6,2,4,67"
"2082,24,94,75,6,1,4,69"
"2083,11,92,84,6,2,1,68"
"2084,6,65,62,6,3,1,59"
"2085,17,89,79,9,0,2,67"
"2086,13,77,63,7,0,1,63"
"2087,17,72,61,7,1,4,65"
"2088,19,62,91,7,1,3,63"
"2089,17,79,67,7,1,3,64"
"2090,29,74,91,6,3,4,72"
"2091,22,70,61,5,1,3,63"
"2092,22,88,68,9,2,2,66"
"2093,24,91,55,8,0,2,67"
"2094,13,70,75,8,1,2,66"
"2095,26,62,69,8,2,3,66"
"2096,20,94,50,10,1,4,68"
"2097,24,60,73,6,1,5,66"
"2098,14,97,54,5,3,2,68"
"2099,11,85,92,8,2,4,65"
"2100,25,73,75,5,0,2,67"
"2101,22,70,85,7,0,3,64"
"2102,15,60,91,7,0,2,59"
"2103,15,69,53,8,0,3,60"
"2104,27,66,67,6,1,4,65"
"2105,13,84,51,9,0,4,64"
"2106,30,67,52,6,1,1,66"
"2107,15,81,52,8,0,2,65"
"2108,24,84,74,6,2,2,69"
"2109,18,72,73,8,0,4,66"
"2110,24,61,53,5,1,5,65"
"2111,17,61,63,7,1,4,62"
"2112,19,61,62,9,2,2,60"
"2113,20,90,65,7,4,4,68"
"2114,14,73,82,9,1,3,64"
"2115,24,92,85,7,0,3,73"
"2116,17,77,67,6,1,1,64"
"2117,19,78,89,7,2,4,69"
"2118,14,81,71,8,1,3,63"
"2119,5,89,76,4,2,3,65"
"2120,19,71,57,8,2,4,65"
"2121,34,65,62,6,0,3,67"
"2122,25,82,86,5,0,4,67"
"2123,20,73,99,8,1,3,66"
"2124,18,78,85,9,1,2,68"
"2125,20,86,53,7,1,2,65"
"2126,23,80,57,5,1,4,66"
"2127,13,85,72,6,2,1,66"
"2128,27,82,87,6,2,2,69"
"2129,24,90,58,7,2,2,70"
"2130,24,88,88,7,2,2,71"
"2131,23,81,78,8,4,3,70"
"2132,20,87,89,8,2,3,68"
"2133,24,95,78,8,2,2,73"
"2134,24,77,80,8,1,2,68"
"2135,18,77,62,7,2,4,66"
"2136,17,91,86,10,1,3,67"
"2137,21,83,92,8,2,4,66"
"2138,29,63,94,8,0,2,69"
"2139,13,96,51,10,1,3,67"
"2140,11,61,81,7,5,4,61"
"2141,21,90,99,6,2,3,70"
"2142,20,90,79,9,2,2,70"
"2143,21,98,59,9,3,3,70"
"2144,21,62,94,7,1,3,64"
"2145,19,84,63,10,0,3,65"
"2146,29,77,52,7,5,4,70"
"2147,10,73,72,8,1,2,62"
"2148,15,64,55,9,1,3,64"
"2149,19,83,56,7,1,3,67"
"2150,10,79,73,8,1,4,63"
"2151,19,64,81,9,0,3,62"
"2152,30,84,95,6,2,2,72"
"2153,20,90,85,6,3,2,69"
"2154,21,91,92,9,5,2,72"
"2155,12,96,71,7,2,2,68"
"2156,16,76,66,6,1,3,64"
"2157,18,98,80,7,3,1,72"
"2158,18,95,85,8,2,3,73"
"2159,28,72,78,5,5,2,67"
"2160,23,66,63,8,0,4,64"
"2161,13,77,68,8,3,3,65"
"2162,21,76,72,9,1,3,67"
"2163,23,83,51,7,3,2,68"
"2164,27,83,94,9,2,2,72"
"2165,29,90,76,7,1,3,71"
"2166,14,80,88,7,1,3,66"
"2167,15,64,59,7,0,3,59"
"2168,12,94,78,10,1,2,68"
"2169,19,72,96,5,3,2,64"
"2170,23,99,61,8,2,3,70"
"2171,26,65,67,7,4,3,65"
"2172,20,98,69,7,2,2,72"
"2173,18,64,69,8,3,3,66"
"2174,21,69,80,9,2,5,68"
"2175,15,62,70,8,1,3,62"
"2176,33,88,84,9,1,3,70"
"2177,10,94,74,7,3,3,70"
"2178,21,77,58,7,0,3,64"
"2179,32,97,97,5,1,5,76"
"2180,20,84,62,10,1,2,67"
"2181,19,85,78,7,2,3,69"
"2182,18,94,53,7,4,3,68"
"2183,19,72,96,8,1,2,67"
"2184,28,74,96,9,0,3,69"
"2185,7,96,68,6,2,1,67"
"2186,29,96,56,9,0,4,73"
"2187,11,99,88,7,4,3,71"
"2188,18,96,63,9,4,3,70"
"2189,17,65,85,6,1,3,65"
"2190,24,93,96,8,0,1,73"
"2191,10,76,80,7,1,4,65"
"2192,23,100,93,5,4,3,73"
"2193,32,79,61,5,0,3,70"
"2194,12,82,96,6,0,4,66"
"2195,21,81,61,8,3,5,66"
"2196,16,73,61,4,4,5,64"
"2197,23,63,94,8,2,5,68"
"2198,20,96,78,7,1,2,70"
"2199,16,92,90,4,6,3,72"
"2200,23,66,90,6,2,3,66"
"2201,31,91,82,6,2,3,74"
"2202,19,85,59,7,0,4,67"
"2203,24,76,85,9,2,2,71"
"2204,12,70,53,9,2,2,60"
"2205,14,94,60,6,3,3,68"
"2206,23,88,82,6,0,3,69"
"2207,29,82,95,5,2,3,74"
"2208,22,84,89,6,2,3,71"
"2209,18,64,67,6,0,4,63"
"2210,20,79,91,7,2,4,66"
"2211,12,68,98,7,1,4,65"
"2212,24,68,67,6,0,3,60"
"2213,25,86,59,6,3,3,69"
"2214,17,96,60,6,1,3,69"
"2215,17,76,70,6,2,4,67"
"2216,22,68,53,9,1,2,65"
"2217,17,86,74,8,1,4,70"
"2218,20,95,87,8,0,3,71"
"2219,33,90,77,9,3,6,73"
"2220,19,95,99,8,0,2,70"
"2221,18,81,73,9,1,2,67"
"2222,16,90,51,8,1,5,67"
"2223,24,66,74,7,0,2,65"
"2224,19,74,96,6,2,3,69"
"2225,16,76,55,6,1,1,65"
"2226,28,80,61,8,1,3,68"
"2227,29,97,86,7,0,3,74"
"2228,16,95,65,5,0,3,68"
"2229,9,65,88,4,1,3,61"
"2230,26,67,71,10,3,3,67"
"2231,16,74,90,6,1,4,66"
"2232,25,72,78,6,8,4,69"
"2233,8,85,54,9,1,3,62"
"2234,25,96,69,5,0,4,71"
"2235,13,98,67,8,1,4,71"
"2236,24,86,91,10,0,4,72"
"2237,20,94,81,10,1,5,69"
"2238,14,81,89,6,6,3,67"
"2239,18,68,69,7,1,4,63"
"2240,24,81,85,6,1,4,68"
"2241,21,82,53,7,0,2,69"
"2242,24,90,52,9,0,3,65"
"2243,32,69,64,5,0,3,70"
"2244,11,75,89,8,2,4,65"
"2245,30,75,77,7,0,2,67"
"2246,21,98,70,9,0,1,72"
"2247,15,78,95,9,1,3,69"
"2248,12,90,75,6,2,3,69"
"2249,19,90,81,7,4,4,71"
